 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.30489746	0.0122545175	0.19564977	0.16311862	0.008691942	0.00658699	0.041144945	0.26765576
a20	4.280801e-06	0.0016907412	0.10308996	0.89283955	0.0011000262	0.00091786426	0.00026588084	9.1651156e-05
a11	2.1629983e-05	0.0128842695	0.5408453	0.36786073	0.0061474345	0.010518964	0.019032435	0.042689316
a10	2.2437878e-05	0.001183176	0.005063084	0.0065324144	0.004618109	0.6454641	0.29504868	0.042067952
a39	7.766039e-05	0.0012262817	0.0141141405	0.019416016	0.0012393625	0.35792685	0.5320694	0.073930316
a7	1.0742397e-05	7.910729e-05	0.043518808	0.1672849	0.007535172	0.5590887	0.2074201	0.01506242
a37	9.7134835e-05	0.0028330435	0.33825898	0.39195418	0.053877693	0.1252627	0.06072057	0.02699562
a8	0.0003799558	0.01603288	0.2675388	0.32767096	0.2306984	0.0333177	0.043662596	0.08069873
a18	1.1990976e-05	0.0099698985	0.4158915	0.3493991	0.0829712	0.036007907	0.049049977	0.05669844
a46	0.0011118889	0.06614826	0.11001778	0.12191383	0.56947964	0.05056087	0.031156838	0.04961094
a31	0.0007191904	0.118675925	0.3154904	0.22671449	0.15710166	0.04444079	0.03555755	0.101300016
a18	0.18384778	0.09995535	0.13446179	0.14501397	0.17563033	0.067214966	0.06567346	0.12820233
a24	0.026048297	0.1891619	0.08455148	0.086481646	0.39571404	0.1180372	0.051772606	0.048232805
a28	0.12779675	0.23152173	0.0820058	0.079956844	0.2580305	0.10111252	0.055487473	0.06408839
a31	0.20291783	0.23775227	0.06952799	0.06418048	0.23451136	0.089131765	0.048714954	0.05326333
a20	0.19194007	0.10148058	0.11819064	0.12053623	0.12429417	0.122921795	0.10147439	0.119162165
a31	0.34216365	0.1756624	0.06557055	0.06401326	0.16007581	0.079714425	0.05710368	0.055696253
a3	0.17723046	0.10095034	0.119044565	0.12074824	0.1184053	0.124467425	0.11687884	0.12227485
a31	0.40074265	0.14198424	0.06552833	0.06472614	0.13084368	0.07635801	0.060789037	0.059027858
a20	0.22839466	0.038337704	0.10885916	0.117443554	0.08470524	0.14242719	0.13940863	0.1404238
a31	0.50706315	0.10474123	0.054499604	0.05351781	0.10820054	0.06764356	0.052759394	0.05157469
</S>	0.23479223	0.0041936752	0.05934609	0.08116137	0.023064025	0.19744655	0.20009968	0.19989635
