 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a31	0.0017395644	0.028984196	0.0047353953	0.0027686565	0.009240242	0.00039030446	0.00050573156	0.0016448674	0.0003505496	0.000376791	0.001147407	0.00063922413	0.0009125776	0.18642329	0.24180846	0.044192422	0.12592587	0.14742598	0.028202398	0.08412233	0.08846381
a17	3.2706254e-07	6.667298e-07	2.25819e-05	3.2791438e-06	0.00023358075	0.002926962	0.022774443	0.01265773	0.007425606	0.004007086	0.031752776	0.010956222	0.03226167	0.0014355108	0.8026997	0.06212441	0.007557331	0.0010528705	1.5833535e-05	2.4323892e-05	6.720117e-05
a31	4.11621e-07	1.405897e-06	1.8443783e-05	5.9865633e-06	0.010650203	0.0039639403	0.009727477	0.07899831	0.0037019637	0.0029283464	0.0038365123	0.04426479	0.16847831	0.17537344	0.25414294	0.06434405	0.096035235	0.0025574334	0.0027177848	0.0090535525	0.069199555
a17	5.2814292e-05	2.580304e-07	4.2721156e-05	3.494249e-05	0.002825633	0.014585027	0.033023108	0.08945222	0.029983124	0.0142393	0.06523633	0.13681799	0.09019362	0.14238507	0.32364267	0.014145881	0.018632824	0.0075949808	0.004782134	0.0020839006	0.0102454685
a31	1.0708108e-06	3.570874e-06	4.6902747e-05	0.00047613768	0.019624729	0.13741285	0.09521387	0.071925364	0.06190724	0.009641053	0.031286534	0.06962211	0.109613076	0.10594833	0.1882109	0.009762693	0.023258226	0.011079452	0.025181714	0.005139811	0.024644379
a34	8.291627e-05	1.8493103e-06	3.8555012e-05	6.077442e-05	0.019030493	0.027846288	0.03241941	0.3725572	0.06504323	0.023400493	0.0146219265	0.041422766	0.022765484	0.13555773	0.17523429	0.004580989	0.0047598514	0.0052812914	0.04490986	0.0017764024	0.0086082
a1	0.00010166588	6.256999e-07	1.4097669e-05	4.2088228e-05	0.018024173	0.02505936	0.035524026	0.52824414	0.055438735	0.045912225	0.009632732	0.02110135	0.017957242	0.067357674	0.09326482	0.0052191312	0.0068199877	0.01302188	0.049669992	0.0018064172	0.005787673
a35	5.9882977e-06	2.1569779e-06	9.3244205e-05	0.0038339784	0.021932827	0.21780387	0.08169008	0.09719458	0.17244071	0.050951604	0.037146676	0.019525666	0.024399634	0.07342925	0.12610787	0.0026861222	0.0056169163	0.011549546	0.032493606	0.0051380787	0.015957508
a31	0.00047124783	3.3917534e-06	8.679937e-05	0.003194206	0.036093187	0.057173792	0.16278633	0.1366306	0.07904571	0.0772681	0.0437166	0.10260677	0.017631412	0.052572	0.15524086	0.004811195	0.006001418	0.012229052	0.037096594	0.0035921612	0.011748481
a20	0.00053690723	0.00032707368	0.0006897392	0.0018427176	0.06797515	0.025747312	0.21631853	0.023115162	0.04378763	0.15950876	0.086780004	0.09030235	0.010548693	0.03132066	0.039360132	0.03863302	0.06901807	0.021061573	0.044584714	0.015313607	0.013228174
a17	0.0010457002	9.580956e-05	0.0005666552	0.0076869447	0.06492163	0.037538588	0.085927986	0.03446982	0.038327917	0.054228023	0.024074648	0.05540188	0.01023031	0.04897253	0.15476497	0.06717809	0.08524043	0.06839431	0.12258361	0.02519587	0.013154232
a20	0.00013501561	9.2411145e-05	7.46495e-05	0.0017992863	0.015366287	0.009710936	0.12117406	0.0064281784	0.006648709	0.008177303	0.018349063	0.18411194	0.015394157	0.02010041	0.10126597	0.104985684	0.13494784	0.09826028	0.04380246	0.085219525	0.023955802
a8	0.0036980223	0.0019926594	0.00021450684	0.008919568	0.0052973446	0.010933424	0.07774612	0.0016406276	0.0065744566	0.010956951	0.04972801	0.03252372	0.0033153095	0.01735184	0.03111947	0.23461471	0.20420882	0.066014886	0.043060392	0.14994992	0.0401393
a31	0.00035250883	0.0004652367	4.2206946e-05	0.00079354213	0.0042424668	0.00038853227	0.0071795546	0.0028569791	0.00023888431	0.00040093975	0.0015096788	0.046644554	0.0048362967	0.017688515	0.10718609	0.20244434	0.16891451	0.1263891	0.029157085	0.21922295	0.05904606
a24	0.0068827257	0.0067220563	0.0020516762	0.007767514	0.0040992945	0.002683352	0.006753259	0.0019525433	0.0025938437	0.011226449	0.00991625	0.0018897933	0.0020187316	0.009674519	0.011422571	0.20613903	0.21530786	0.22540455	0.1444847	0.10352657	0.017482674
a31	0.03650126	0.01622634	0.00084630575	0.021243453	0.0053472673	0.001759847	0.012381322	0.008367704	0.0015308405	0.002920982	0.011322993	0.020062285	0.0016573309	0.03086162	0.044142522	0.28498068	0.2138869	0.042944644	0.03900218	0.14449805	0.059515476
a13	0.019111289	0.0063839834	0.00086479424	0.0025460755	0.006536198	0.00053014164	0.0036503975	0.0028365736	0.00072794507	0.00169779	0.002283193	0.003769522	0.0029684769	0.020712413	0.024212401	0.15011221	0.20291479	0.21706061	0.24467655	0.07347489	0.012929742
a20	0.057013515	0.002510672	0.0009703275	0.009907879	0.004779482	0.002420641	0.006332787	0.0038806992	0.001397149	0.002066176	0.0071508344	0.008867637	0.00054394006	0.08699661	0.13821247	0.23886439	0.18662803	0.040978838	0.059993573	0.12041226	0.020072116
a33	0.08546447	0.0074785785	0.0029533182	0.02598874	0.011175657	0.0010617486	0.0065011582	0.0067130052	0.0011302988	0.0012203857	0.0066044056	0.020399652	0.004359272	0.041854575	0.046903074	0.16632041	0.1639234	0.09757128	0.10439598	0.14333943	0.05464116
a20	0.0027103254	0.0004683422	3.9867933e-05	0.000113434944	0.0064540645	3.137404e-05	0.00025584837	0.001972731	1.8939461e-05	1.6085412e-05	0.00010939989	0.0059461943	0.0010116297	0.07971474	0.110656075	0.16412967	0.1672526	0.10083924	0.084013954	0.17561854	0.098627
