 	il	morto	si	piange	</S>
a20	0.041127615	0.06318409	0.06842053	0.27741334	0.5498544
a31	0.0006485053	0.00896471	0.014613574	0.6120098	0.36376342
a18	0.0015455481	0.0018371061	0.0006727318	0.97839075	0.017553853
a15	0.0014204077	0.0034626205	0.015419696	0.9752582	0.0044390936
a31	0.0024844494	0.15197726	0.04272586	0.58865803	0.21415435
a15	0.0010119322	0.051673546	0.08861138	0.5946696	0.26403356
a31	0.000931315	0.07810484	0.055729758	0.27120098	0.59403306
a29	0.042413056	0.2366152	0.11416675	0.31203255	0.29477245
a31	0.032880314	0.192077	0.052375592	0.15659356	0.5660736
a0	0.2355505	0.11108699	0.068806104	0.14255965	0.4419968
a31	0.0048468257	0.03517239	0.025358524	0.05864193	0.8759803
a13	0.10153544	0.053900693	0.041944686	0.06668707	0.7359322
a18	0.011066186	0.0761344	0.036115743	0.054175626	0.82250804
a41	0.099529386	0.21456215	0.039557144	0.040046185	0.6063052
a31	0.20013745	0.1656194	0.06607957	0.036083896	0.5320797
a18	0.0420974	0.13104607	0.10079359	0.050773058	0.67528987
a31	0.29168248	0.25206834	0.13641502	0.075861976	0.24397214
a46	0.053465925	0.24696709	0.20742442	0.105835184	0.38630733
a31	0.68510765	0.10962945	0.06859611	0.064113356	0.07255344
a0	0.12644854	0.23075838	0.21748355	0.17247933	0.25283018
a31	0.7375983	0.08924476	0.058047425	0.056074973	0.05903457
</S>	0.16794103	0.21513195	0.20818202	0.18543057	0.22331433
