 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.008149291	0.026527781	0.015667386	0.085641064	0.15313482	0.21960291	0.19461307	0.1788648	0.11779881
a23	2.8742033e-07	2.8902075e-06	9.640602e-05	0.00079968915	0.014421171	0.1472193	0.6731175	0.11644639	0.04789636
a31	8.463255e-06	0.00035266913	0.0011754069	0.028528575	0.06424405	0.18287627	0.028104903	0.17362842	0.52108127
a28	0.008733856	0.018256133	0.024931291	0.07349017	0.2197783	0.14094788	0.012117191	0.06650989	0.43523532
a20	0.0026631744	0.0015406878	0.0040417043	0.057936966	0.13356118	0.14463502	0.15856445	0.11359919	0.38345763
a31	0.009061745	0.0042212345	0.0070805526	0.09965482	0.17648403	0.1343205	0.2155301	0.15824892	0.19539809
a8	0.004024708	0.0012529804	0.001152142	0.020258542	0.073082924	0.12103281	0.20161973	0.2068702	0.370706
a31	2.360542e-05	9.0068625e-06	8.670278e-06	0.016265372	0.10093281	0.16315998	0.44909942	0.13977458	0.13072655
a20	0.008005545	0.0013490829	0.00045400497	0.021208182	0.095228486	0.10303973	0.23079221	0.27473304	0.26518965
a31	0.008609776	0.0017766786	0.0002692818	0.041153755	0.18917769	0.14508991	0.2358467	0.24332723	0.13474894
a36	0.015966129	0.0037326715	0.0008367472	0.013483517	0.097291894	0.1557112	0.31973276	0.20767424	0.18557091
a24	0.0018354468	0.00025556263	0.00014026559	0.02575862	0.10109829	0.31797445	0.27463812	0.16748345	0.11081577
a37	0.026330438	0.076185144	0.014959086	0.030906478	0.12104981	0.091735534	0.22797191	0.35023582	0.06062574
a27	0.02304912	0.062699795	0.0088143675	0.060816288	0.13713765	0.08008038	0.16711335	0.38166267	0.07862636
a8	0.0187877	0.078963056	0.008934346	0.05523708	0.14204419	0.10306505	0.22103788	0.3163825	0.05554823
a23	0.001441756	0.00024181265	0.0001526202	0.037465718	0.12995838	0.16169293	0.11757276	0.47121271	0.08026135
a31	0.004412979	0.00042999844	0.00016446695	0.118599534	0.2840343	0.13885646	0.086614996	0.26066244	0.106224775
a37	0.013803978	0.061568733	0.026962569	0.00952306	0.12027288	0.11404836	0.23894769	0.26819327	0.14667945
a29	0.04334771	0.13311756	0.04946858	0.051466275	0.13743435	0.11176488	0.15252836	0.18461637	0.13625589
a31	0.038044963	0.25106898	0.052165408	0.08039568	0.119931415	0.095594324	0.13268363	0.1451389	0.08497666
a13	0.02450144	0.23778895	0.059346236	0.031886857	0.12598681	0.11705068	0.17207813	0.1724471	0.058913723
a31	0.051094722	0.119152114	0.061583936	0.11168546	0.13984868	0.11587695	0.13405298	0.15483263	0.11187264
a8	0.039682306	0.3111774	0.105253845	0.041852795	0.102940045	0.09988183	0.12245834	0.12106836	0.055685043
a31	0.009109959	0.0010094577	0.0015312334	0.21874894	0.1755161	0.15366681	0.1376641	0.19076602	0.111987375
a21	0.050104715	0.30343956	0.28870913	0.043733045	0.06409542	0.063513346	0.06798643	0.06788147	0.050536808
a31	0.050552294	0.02830075	0.0550309	0.2963791	0.15107189	0.11092085	0.10565948	0.12675558	0.07532916
a29	0.085874714	0.35603854	0.3046027	0.042868596	0.04448142	0.0438672	0.04502713	0.044688147	0.032551557
a31	0.11905086	0.21296059	0.12185896	0.29966226	0.082814515	0.04424607	0.041518427	0.045382936	0.032505438
a46	0.12940186	0.340397	0.24505906	0.048694625	0.050168067	0.050072752	0.050866723	0.05024017	0.035099726
a31	0.06568944	0.019291028	0.043125402	0.22008337	0.13911203	0.13584518	0.13063107	0.14482091	0.10140159
a49	0.10913764	0.33837408	0.31628248	0.042288873	0.039673034	0.03910291	0.039394565	0.03936054	0.03638596
a3	0.18589908	0.2777125	0.16204388	0.19744138	0.051019236	0.03320012	0.031765692	0.031863693	0.02905442
a18	0.2621553	0.21705765	0.25371286	0.107924566	0.03765865	0.031075517	0.030577343	0.03033042	0.029507635
a31	0.09825672	0.34047425	0.3959459	0.04568229	0.025804415	0.023540987	0.02350626	0.02342203	0.023367193
a8	0.11091978	0.27555943	0.22289915	0.062048398	0.06560208	0.06511441	0.06611458	0.0661889	0.06555329
</S>	0.12159465	0.028392633	0.089141436	0.3319532	0.10703747	0.08272888	0.080500476	0.0798952	0.078756064
