 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.22808975	0.014375641	0.09856193	0.057071455	0.11793169	0.20206861	0.19050488	0.091396004
a31	1.8236951e-05	0.00020719452	0.23651202	0.48127082	0.13871482	0.07605302	0.045360077	0.021863744
a37	0.0020305046	0.05728203	0.24314699	0.15327324	0.03895135	0.087242894	0.21257146	0.20550148
a20	3.771956e-05	0.00054004457	0.000459301	0.0028457725	0.018458033	0.11424095	0.17102332	0.69239485
a29	0.00030957456	0.0014595387	0.0066936244	0.015002597	0.054330446	0.30885535	0.07794674	0.5354021
a14	0.0037294165	0.017688695	0.037147477	0.023677314	0.10484089	0.602253	0.0679787	0.1426844
a21	0.0019181812	0.0069358484	0.022208203	0.01832929	0.14989614	0.6880765	0.067888305	0.044747546
a31	0.00035405526	0.0011052073	0.0069203903	0.035832785	0.25074896	0.6368812	0.04297167	0.02518568
a20	0.00048816626	0.0027361158	0.010000787	0.012343436	0.06540241	0.6393872	0.16298038	0.10666153
a6	0.00046949965	0.0037511128	0.0038863933	0.007583659	0.075244024	0.69602656	0.17910524	0.033933517
a31	0.003801389	0.02510166	0.047757577	0.17217168	0.39633694	0.25031295	0.09388688	0.010630841
a8	0.017674025	0.029562028	0.021614721	0.031210922	0.14406072	0.4363149	0.29193795	0.027624724
a20	0.006535048	0.03910983	0.15006348	0.25145814	0.33518976	0.15599819	0.04877343	0.012872157
a31	0.0057449	0.03745988	0.02544549	0.091338865	0.18123548	0.28284523	0.22181517	0.15411504
a37	0.0027893179	0.03805972	0.027063126	0.08953512	0.19762312	0.3192956	0.2782742	0.047359854
a31	0.00937898	0.06545015	0.063680366	0.12150766	0.19429354	0.2599097	0.18848105	0.0972986
a24	0.0060862945	0.090082884	0.05365671	0.13189766	0.20444651	0.2583017	0.22165471	0.033873536
a31	0.03722153	0.16864878	0.13305385	0.15895693	0.17549145	0.1709058	0.08918156	0.06654009
a20	0.05366862	0.14362822	0.11550542	0.15027496	0.16576406	0.17334689	0.15945753	0.038354278
a31	0.20618302	0.19923505	0.099179536	0.11098348	0.11779906	0.11417868	0.07274852	0.07969269
a7	0.10966698	0.13208193	0.12412636	0.12989289	0.13283582	0.13425356	0.13289613	0.10424633
a35	0.44431746	0.16218819	0.062901616	0.066361606	0.068644546	0.0688776	0.06204405	0.064664915
</S>	0.2762551	0.13107415	0.09904588	0.09881378	0.09894732	0.099086694	0.098648444	0.09812863
