 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.11201947	0.47556612	0.042432975	0.22915785	0.12035209	0.00052941305	0.0027205148	0.017221654
a0	0.0045695375	0.024122937	0.00016477716	0.019460427	0.0050115357	0.0036979257	0.15151985	0.791453
a28	0.0037300843	0.5831056	0.012414236	0.24383347	0.123774365	0.0016431626	0.0045532347	0.026945828
a31	0.029316526	0.17044179	0.03718237	0.19398795	0.17703342	0.014830703	0.09464266	0.28256455
a24	0.006466513	0.02926469	0.000766888	0.013962075	0.006854171	0.0054231896	0.30815297	0.62910944
a46	0.00469359	0.04682259	0.0023460733	0.013459556	0.01816852	0.004253606	0.42039862	0.4898575
a31	0.0031462067	0.025223441	0.027463943	0.049694512	0.38985455	0.087491326	0.24115053	0.17597544
a24	0.0023747606	0.02457685	0.0035463488	0.011500695	0.027588993	0.007053651	0.36636955	0.5569892
a31	0.003734351	0.011361903	0.04590048	0.076055214	0.6004898	0.09274948	0.08304737	0.08666152
a20	0.07172138	0.04005403	0.13590327	0.2289706	0.3608774	0.0298133	0.0745827	0.058077313
a29	0.011449313	0.009725231	0.11051246	0.20044035	0.5296182	0.073708214	0.029420272	0.035125997
a20	0.017267259	0.034150686	0.26906875	0.19485933	0.42196319	0.028020151	0.01669777	0.017972857
a29	0.028531134	0.05638179	0.303169	0.19581942	0.3512518	0.031009084	0.016516615	0.017321121
a13	0.041251525	0.07664406	0.3118966	0.18324615	0.30560562	0.05140734	0.0147913685	0.015157335
a17	0.08249379	0.11436909	0.287372	0.18285926	0.23681718	0.0666992	0.014638516	0.014750964
a31	0.19190545	0.1714824	0.21634036	0.17272322	0.1591644	0.058554873	0.014935173	0.014894124
a44	0.2712126	0.15235312	0.13993914	0.096017554	0.11585485	0.08688141	0.06852936	0.0692119
a8	0.08105308	0.15731066	0.1330193	0.2906107	0.21990822	0.08465404	0.015756823	0.017687209
a6	0.20530502	0.20338316	0.13404989	0.19791158	0.15396856	0.08197791	0.011734414	0.0116694635
</S>	0.23010355	0.20668645	0.17050047	0.16383398	0.14173807	0.06692398	0.010152053	0.010061452
