 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
a10	0.06800292	0.0495587	0.0099112475	0.021145143	0.00458718	0.0010216344	0.05757018	0.33913505	0.26726615	0.18180172
a31	0.00022590638	0.00019009804	0.68422705	0.0011357694	0.015170008	0.0352902	0.17160234	0.061824754	0.011364	0.018969817
a1	2.4924117e-05	0.00018230396	0.020337187	2.3784505e-05	0.022219984	0.26078734	0.64373547	0.026089368	0.017080024	0.00951952
a28	0.0001051412	2.563713e-05	0.0142332995	0.0049604457	0.085201144	0.15133399	0.046491724	0.5978974	0.059005514	0.040745754
a24	7.4970776e-05	2.4005672e-05	0.033327863	0.009498485	0.09919327	0.13280755	0.04981352	0.6131409	0.034178656	0.027940748
a31	0.0008352011	0.00073406566	0.24943016	0.04455434	0.12946142	0.1498634	0.059010282	0.18423672	0.075252354	0.10662193
a18	0.0018779931	0.0009799426	0.2682843	0.01444995	0.20494564	0.10395157	0.028297836	0.20581059	0.056983907	0.1144183
a24	0.0015785998	0.00029966174	0.110307604	0.12178841	0.17214538	0.15127932	0.04619024	0.28154123	0.048260372	0.06660916
a13	0.011745965	0.010470537	0.48514298	0.054707143	0.06445634	0.03182263	0.015510885	0.14543231	0.090758726	0.08995252
a18	0.005179648	0.0024665971	0.22517708	0.15358554	0.109269254	0.07973325	0.038893662	0.20664434	0.12119158	0.057859052
a31	0.00961798	0.012040638	0.25123593	0.15032545	0.07026957	0.041903097	0.027132394	0.17435263	0.19652335	0.06659896
a24	0.20506561	0.30757877	0.08852812	0.021004584	0.009709138	0.010212226	0.020771082	0.16287877	0.10557041	0.0686813
a11	0.0021227498	0.0025230644	0.1072689	0.09779546	0.1211239	0.06544322	0.02426455	0.27475742	0.22904664	0.07565412
a31	0.0098243775	0.020595891	0.11538147	0.17543344	0.082444005	0.028735733	0.015055894	0.2527509	0.22564843	0.0741299
a39	0.17262849	0.26465675	0.045919448	0.031209338	0.009997065	0.010912881	0.01873567	0.26610997	0.13188156	0.047948815
a20	0.0038762044	0.0013079626	0.024086742	0.31498328	0.16353433	0.023731455	0.037734225	0.119964406	0.22036107	0.090420306
a31	0.03633544	0.090405226	0.062170345	0.19694786	0.09121444	0.01061552	0.009050335	0.19513437	0.18660952	0.12151694
a17	0.13295697	0.2127842	0.020664575	0.045236845	0.020653816	0.009705874	0.012882643	0.31019914	0.18034768	0.05456824
a20	0.006114501	0.0047019506	0.016074115	0.45481387	0.27912787	0.016802847	0.032161184	0.07641126	0.076974146	0.036818303
a31	0.1206739	0.19763085	0.031160608	0.2568317	0.09363043	0.0050786375	0.007930545	0.106986426	0.10153954	0.07853734
a24	0.19437984	0.23114765	0.011551002	0.06705874	0.03267284	0.0064988956	0.010278221	0.21788782	0.16027078	0.06825417
a20	0.0384502	0.06557575	0.03294766	0.41348428	0.28271335	0.007326811	0.012880015	0.05697103	0.050949417	0.03870147
a8	0.23522545	0.18532598	0.01961651	0.27845886	0.10483477	0.0036040926	0.008757014	0.062659666	0.05767329	0.043844406
a20	0.21239743	0.01825947	0.026403997	0.43629694	0.055039156	0.006807258	0.020903941	0.07199356	0.08248075	0.069417484
a31	0.1377423	0.28228888	0.022726145	0.19002508	0.090957396	0.0040463363	0.010362661	0.08722612	0.08807573	0.086549304
a24	0.18785259	0.22392197	0.007124924	0.07010962	0.04416532	0.004817012	0.0118357595	0.15266453	0.15363814	0.14387013
a37	0.12683018	0.30023867	0.036774836	0.19785568	0.13190214	0.0049006045	0.01859103	0.06161352	0.061416987	0.059876405
a46	0.28551674	0.2943997	0.0145715	0.16096827	0.06632169	0.0028057836	0.008901638	0.056113806	0.056062132	0.054338735
a31	0.3817255	0.1654036	0.021940803	0.17300722	0.07992448	0.00649729	0.026549637	0.048985716	0.049096275	0.046869446
a28	0.22765782	0.2197216	0.006612946	0.07429312	0.049296193	0.0045279698	0.01340336	0.13520348	0.13649593	0.13278759
a24	0.18863021	0.39520362	0.044712856	0.13670069	0.08674917	0.00588576	0.02220911	0.04024535	0.04013198	0.039531272
a31	0.34735408	0.40343225	0.011809919	0.07339274	0.04212573	0.0026752993	0.0130908275	0.035484046	0.035495754	0.03513934
a17	0.28987288	0.24366066	0.0072463695	0.07636285	0.058213588	0.0043746377	0.019721357	0.101628885	0.10132945	0.097589314
a31	0.2602837	0.34638613	0.07092279	0.10755028	0.0676132	0.017284472	0.029575508	0.033763345	0.033560775	0.033059817
a46	0.3861008	0.33955655	0.008616054	0.050698366	0.04203876	0.0039375685	0.021029957	0.050498977	0.049924646	0.047598373
a8	0.30242106	0.14925168	0.12041875	0.21443473	0.09713289	0.025568651	0.022708416	0.023140362	0.02278156	0.022141881
a31	0.36518073	0.17271546	0.1269515	0.17926472	0.06129076	0.014723002	0.018475272	0.020552712	0.020456659	0.020389153
a8	0.38053924	0.3686196	0.010851839	0.045860905	0.038954027	0.0046377317	0.022505892	0.042707454	0.04274853	0.042574726
</S>	0.32637623	0.18243663	0.1440536	0.1843922	0.07318097	0.018882714	0.017262535	0.017916128	0.017802356	0.017696595
