 	credo	che	stanno	ancora	svegli	</S>
a31	0.18625972	0.16972472	0.11605057	0.16263781	0.19039509	0.1749321
a20	1.8172704e-08	4.946824e-07	2.1434582e-06	0.0070808986	0.66544014	0.32747632
a21	2.9458621e-07	4.5846323e-07	1.5917534e-05	0.0010630952	0.28424504	0.7146751
a31	8.007446e-06	0.00010771309	0.002237185	0.15595104	0.6248443	0.21685176
a37	7.26964e-07	6.5277774e-05	0.00033998163	0.012286024	0.77441406	0.21289401
a31	6.417681e-06	0.00033151818	0.005527364	0.14512207	0.7677682	0.081244476
a13	1.2068178e-05	0.005238175	0.019503057	0.15947874	0.70395255	0.11181548
a31	1.4177628e-05	0.00077121553	0.027142761	0.24671015	0.62584054	0.09952109
a20	0.004298012	0.019062322	0.042644933	0.22711116	0.52122086	0.18566279
a31	0.00013027954	0.0025486695	0.071339905	0.26499468	0.4316509	0.22933555
a39	0.040701773	0.024416486	0.07853796	0.23807168	0.34685043	0.27142164
a18	0.0006044383	0.0070729954	0.13838913	0.30990437	0.32883987	0.2151892
a33	0.023458667	0.30882114	0.27283588	0.13510142	0.13970914	0.12007373
a39	0.0018174653	0.09088372	0.37355646	0.18848883	0.1777107	0.1675428
a31	0.2103174	0.24540198	0.15322396	0.12864564	0.13126555	0.13114543
a39	0.24805042	0.061902408	0.12630211	0.18038155	0.1914863	0.19187714
a33	0.006459885	0.21473306	0.30061918	0.16307513	0.15889391	0.15621878
a8	0.12777708	0.48913622	0.17678413	0.0706971	0.067949064	0.067656405
a31	0.2607277	0.37338972	0.14990278	0.072970994	0.07142052	0.07158827
a7	0.19421867	0.061995436	0.13942671	0.1946418	0.2028867	0.20683068
a31	0.25135672	0.24036741	0.14689696	0.119339384	0.12103204	0.12100758
a3	0.3937586	0.09801408	0.11377056	0.13002425	0.13207562	0.13235681
a31	0.041378815	0.3994649	0.1960198	0.1225503	0.120574646	0.1200116
a13	0.5070228	0.10047715	0.09507326	0.09852473	0.09973479	0.09916724
a20	0.05866694	0.5118293	0.19063967	0.08215669	0.07865087	0.07805652
a7	0.6707559	0.13097511	0.055130035	0.0477596	0.04763678	0.047742568
a35	0.5808255	0.1661017	0.071582116	0.06055429	0.060421728	0.06051469
a31	0.54849017	0.15602806	0.08070564	0.07165469	0.07154475	0.07157669
a20	0.33205682	0.119037054	0.12937035	0.13889396	0.1398987	0.1407431
a31	0.50354105	0.17016542	0.08982391	0.07875287	0.078853875	0.0788629
</S>	0.3852221	0.12032269	0.12089596	0.124182634	0.12465369	0.1247229
