 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.24152179	0.09878477	0.15138716	0.079790026	0.0031739173	0.122486256	0.143937	0.15891919
a31	0.0009638526	0.0035673673	0.68543315	0.008317671	0.00013076125	0.048436474	0.1387066	0.11444419
a37	0.056019764	0.2780129	0.4836739	0.015025982	0.00012650997	0.017132575	0.08293915	0.067069255
a20	0.025279872	0.085271895	0.24428864	0.09426774	0.0017718027	0.065861605	0.18429412	0.29896435
a31	0.005462309	0.007749844	0.032299764	0.028183911	0.008961318	0.308152	0.41902712	0.19016367
a7	0.005496364	0.0046936087	0.033189483	0.008909338	0.006823806	0.04998718	0.5217116	0.3691887
a10	0.0009052484	0.0027713627	0.01955209	0.0751159	0.0031199737	0.058203157	0.38080993	0.45952234
a41	0.013094199	0.03824087	0.047911853	0.028088188	0.0031487818	0.026715886	0.563289	0.2795112
a37	0.019973606	0.025963437	0.03933278	0.018593458	0.036596652	0.026577823	0.43069056	0.4022717
a14	0.029093107	0.04643987	0.038731348	0.028262513	0.10400773	0.08341298	0.30391383	0.36613864
a31	0.021791147	0.040850297	0.03564474	0.032975744	0.12320284	0.08215631	0.3088117	0.3545673
a20	0.0056696096	0.019005971	0.041314434	0.16800895	0.1150684	0.21521279	0.23323774	0.20248206
a31	0.015100958	0.07619865	0.0690067	0.036966227	0.08925022	0.094283566	0.35609403	0.26309967
a37	0.004094726	0.0283541	0.062785976	0.13936137	0.16641141	0.20627527	0.21536553	0.17735162
a7	0.020593697	0.1774906	0.12011012	0.056963924	0.09347141	0.10891395	0.23640092	0.18605538
a10	0.034199014	0.20401554	0.09389903	0.10639707	0.17137186	0.13626938	0.13365917	0.120188974
a7	0.021539994	0.1294114	0.078646936	0.10657058	0.27987194	0.14658977	0.12169279	0.115676634
a39	0.03902653	0.14677334	0.07924657	0.10702446	0.2846505	0.1268767	0.10943987	0.106962
a10	0.06642768	0.12715875	0.078858346	0.098242305	0.29803374	0.12354728	0.105713084	0.10201875
a32	0.032421082	0.11316026	0.070483744	0.09759788	0.3853164	0.122661516	0.08932339	0.08903575
a19	0.04717804	0.12513156	0.05770306	0.090502694	0.42852187	0.109215826	0.07033075	0.07141622
a31	0.2836701	0.18182607	0.038665704	0.05982325	0.30376408	0.07355509	0.029337322	0.029358368
</S>	0.03821275	0.11296105	0.11872179	0.13696028	0.17462343	0.1433173	0.1370886	0.1381148
