 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.08425882	0.38828462	0.34422687	0.064121276	0.06324358	0.020633787	0.017494574	0.01773645
a31	0.009325309	0.034653567	0.49665022	0.06978375	0.10926696	0.13529739	0.08315807	0.061864696
a21	0.00056462485	0.0012720415	0.10458285	0.83775747	0.0467219	0.00031935444	0.00046922706	0.008312507
a28	0.0023099575	0.017017506	0.5222409	0.059520833	0.07729766	0.012384409	0.14552742	0.16370128
a35	0.005802245	0.015182707	0.073242374	0.019981936	0.051955	0.024605967	0.17296396	0.6362658
a24	0.0030376846	0.011530063	0.13766876	0.010367101	0.030526157	0.013862029	0.24380635	0.54920185
a46	0.0044911704	0.021560311	0.42597002	0.019658672	0.03542714	0.0120509025	0.1435014	0.3373404
a31	0.003744291	0.019828353	0.11513331	0.21429063	0.27932888	0.16134033	0.11746258	0.08887162
a24	0.16985236	0.35784647	0.15621947	0.0803128	0.050689373	0.04536899	0.0589685	0.0807421
a46	0.06418898	0.23585777	0.17709799	0.17730045	0.1457555	0.090971686	0.05096027	0.057867274
a20	0.0080108335	0.032775234	0.05781491	0.16065992	0.2017777	0.28400722	0.14539158	0.10956264
a31	0.09391059	0.23457986	0.06556303	0.15790185	0.10554343	0.2060497	0.07406684	0.06238469
a6	0.120192274	0.22569434	0.020237042	0.047333643	0.06146108	0.2586641	0.15071924	0.115698285
a20	0.10147163	0.25793296	0.019514741	0.13732594	0.16785714	0.15006521	0.07895176	0.08688057
a31	0.09493363	0.34578353	0.017973011	0.06756049	0.07222555	0.21154787	0.109213546	0.08076237
a45	0.118656114	0.21269174	0.009537937	0.028335188	0.06056005	0.26059338	0.18169047	0.12793522
a20	0.054452505	0.23387423	0.053180464	0.2838847	0.2028554	0.09913327	0.037272386	0.035347126
a31	0.1655542	0.46561188	0.00910403	0.044713084	0.059929002	0.10608491	0.07958603	0.06941683
a46	0.15442316	0.22996391	0.0082997	0.047159955	0.095814966	0.17317416	0.15308793	0.13807622
a31	0.17967536	0.40876666	0.085801035	0.1509156	0.068505	0.043574005	0.031167557	0.031594735
</S>	0.37065947	0.2740233	0.020407999	0.056032233	0.06542079	0.073698096	0.070761845	0.068996325
