 	voglio	che	Maria	venga	domani	</S>
a31	0.056404095	0.23094314	0.018469293	0.13846913	0.1482152	0.40749916
a35	6.6677654e-05	0.0004701389	0.90281147	0.069158636	0.009793693	0.017699316
a31	0.00028548235	0.0038719547	0.8178903	0.020873312	0.14348966	0.0135893775
a37	0.00065128005	0.0044322805	0.97274774	0.011209644	0.0058089625	0.005150089
a31	0.0016114063	0.009042158	0.68897706	0.08917118	0.036846697	0.17435144
a11	0.004804935	0.031158268	0.5886663	0.13552243	0.025800066	0.21404791
a31	0.0014743621	0.005777433	0.15997443	0.10521358	0.071222715	0.6563375
a20	0.0238394	0.15716189	0.060994472	0.16398141	0.08110441	0.5129184
a13	0.0056344527	0.04775766	0.038554687	0.14139754	0.10547751	0.6611782
a20	0.007444341	0.07104785	0.027661668	0.14500149	0.11425994	0.63458467
a31	0.021285703	0.15098871	0.016544536	0.27013442	0.21389332	0.32715333
a18	0.02337962	0.028409708	0.013771172	0.3568574	0.25890544	0.31867668
a31	0.021074079	0.19381727	0.018939389	0.2118104	0.19737968	0.35697922
a36	0.02527234	0.032317527	0.012531277	0.3301906	0.27864775	0.32104048
a31	0.042739496	0.5432303	0.023474902	0.115220256	0.115259826	0.16007522
a20	0.06399899	0.06379631	0.01474147	0.28985107	0.2806398	0.2869724
a31	0.07377465	0.6704372	0.022028016	0.077308685	0.07755991	0.078891516
a20	0.084733374	0.14481337	0.039016828	0.24504013	0.24238497	0.24401127
a31	0.15608743	0.6323453	0.032131553	0.05970569	0.05990314	0.05982687
</S>	0.11990146	0.18113959	0.08047639	0.20656116	0.20577587	0.20614552
