 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.00062518264	0.0005822288	0.00040508131	0.02485385	0.21225047	0.2467254	0.24525823	0.14045312	0.12884647
a15	0.0007230522	0.0019797285	0.00024055618	0.00062998227	0.27111965	0.39061412	0.25664565	0.016255561	0.061791696
a31	0.000299058	0.00023743176	1.1267488e-05	0.0006598457	0.5954258	0.16432701	0.09771172	0.11304595	0.028282035
a21	0.000301138	0.00094952993	0.000159453	0.0122707505	0.44762266	0.17245266	0.24172615	0.027714064	0.09680362
a31	0.00025040595	0.0017373001	0.000712791	0.015061549	0.15685727	0.54147995	0.09660922	0.013261421	0.17403015
a8	0.004686317	0.014933504	0.003623193	0.07767205	0.48865014	0.2621164	0.1005405	0.012471111	0.035306804
a31	0.0012317377	0.026144098	0.02304605	0.026311083	0.06992915	0.3796683	0.28887445	0.06669474	0.11810042
a20	0.00023749354	0.0009873328	0.0019881602	0.02243277	0.09039993	0.24786772	0.42445728	0.0455817	0.16604765
a39	5.5886652e-05	0.00050953287	0.0018233645	0.008989503	0.030658707	0.17038748	0.3317579	0.094598606	0.36121908
a20	0.0012167335	0.025469266	0.0141276	0.0054648235	0.023963064	0.15813391	0.46873325	0.06505157	0.23783986
a46	0.0113664055	0.019194363	0.009394656	0.0074655977	0.01507353	0.15480374	0.31198415	0.20845468	0.2622629
a31	0.025416002	0.035720415	0.01887583	0.02618406	0.03121616	0.1845663	0.3381259	0.094382204	0.24551302
a39	0.0059423847	0.012200635	0.009200516	0.014029112	0.014847684	0.11642511	0.31741023	0.29527652	0.21466772
a31	0.027524618	0.01764077	0.0121018095	0.017094368	0.05949464	0.22130209	0.24732666	0.16034961	0.2371654
a20	0.010091662	0.03938109	0.029697958	0.043257773	0.020588562	0.17893907	0.24204499	0.2515166	0.18448228
a31	0.08420626	0.03894265	0.019123027	0.04372081	0.09088229	0.18664843	0.19414957	0.14963679	0.19269013
a46	0.05527883	0.09861041	0.07952958	0.10216242	0.060049485	0.15836963	0.15540724	0.16384435	0.12674804
a31	0.3341913	0.07274304	0.041880038	0.086607225	0.12398981	0.11388279	0.091274336	0.044936806	0.09049462
a46	0.12257918	0.100582324	0.083114624	0.105942704	0.10556209	0.12172157	0.12150608	0.1216835	0.117307924
</S>	0.54086256	0.08863862	0.053031106	0.059104078	0.060983732	0.05778528	0.05112242	0.037341587	0.05113071
