 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
a8	0.029578866	0.03788712	0.008048436	0.008864771	0.003929893	0.0026202763	0.0019962813	0.0017826314	0.0018190254	0.0009400897	0.0024050006	0.00072038424	0.0018583412	0.002348079	0.029219879	0.2461942	0.27077335	0.17645185	0.048017006	0.12454451
a37	2.8019976e-08	1.2693246e-05	0.0011985139	0.00077165366	0.033605672	0.28458506	0.019090682	0.002492908	0.00096215354	0.48967388	0.00033128454	0.13655113	6.0036724e-05	0.005311969	0.012318479	0.005324136	0.0044269618	0.0005034826	0.0007730118	0.0020062872
a31	8.7843415e-07	6.141932e-06	9.6522854e-05	6.704063e-05	0.014150997	0.57121956	0.14326936	0.030031662	0.032546934	0.09616284	0.004128434	0.015602361	0.00082289847	0.044113215	0.030969314	0.0033734655	0.00037275726	0.0003239226	0.000722897	0.012018744
a29	5.697923e-07	9.4177534e-07	0.0008689121	0.00015042827	0.016656054	0.33324787	0.2460278	0.033301227	0.04259211	0.080774836	0.028689664	0.02139461	0.007004891	0.118921585	0.04245228	0.00881335	0.00063319015	0.0005659697	0.00065507344	0.017248694
a1	6.842999e-07	6.168348e-07	0.00070445327	0.00031169012	0.024225654	0.046513494	0.069421664	0.036246486	0.06300152	0.21413907	0.110936984	0.22586899	0.031919517	0.04248889	0.04284538	0.040731724	0.014932154	0.0063150483	0.0031548347	0.026241083
a39	1.2993593e-07	6.107594e-07	8.893527e-05	0.00011521247	0.03960695	0.033993904	0.02151182	0.017694313	0.06449569	0.2983092	0.042415738	0.2635378	0.004228244	0.021327483	0.031140523	0.06750419	0.055898983	0.010851115	0.008562933	0.018716138
a3	3.165238e-07	7.3572375e-07	6.4097265e-05	8.985618e-05	0.030228864	0.031629466	0.050468363	0.05283101	0.10627032	0.20561881	0.07160309	0.18708599	0.014084593	0.05176506	0.06411583	0.050367825	0.0436931	0.009076222	0.008680809	0.022325704
a20	9.67417e-07	1.3749074e-06	6.925987e-05	9.106565e-05	0.022307206	0.026699122	0.08288385	0.10472246	0.12478465	0.09661112	0.09467402	0.09889275	0.041388903	0.11679271	0.09539582	0.027618611	0.029649355	0.0086586485	0.009932484	0.018825566
a8	1.53075e-06	1.4870549e-06	7.292851e-05	7.712547e-05	0.019528225	0.021110859	0.085295625	0.11631144	0.113370515	0.046647124	0.12427566	0.050521724	0.09959694	0.16154312	0.09181988	0.015249117	0.020385891	0.009515401	0.013367838	0.011307601
a17	2.1955962e-06	8.870135e-06	0.00011991699	8.790342e-05	0.0019711226	0.05740234	0.11710188	0.110474885	0.051045936	0.16768888	0.008528305	0.17381896	0.0065478827	0.05987017	0.14401388	0.02932658	0.024164487	0.01729389	0.010440422	0.02009163
a31	1.8032148e-05	8.160151e-06	0.00033312026	0.00016461173	0.02548708	0.042943977	0.11909161	0.073042504	0.0685067	0.04493474	0.11857777	0.051671546	0.11808485	0.16956091	0.06224486	0.016014488	0.019257601	0.024203882	0.024987634	0.020865886
