 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.056165792	0.07896827	0.07368434	0.060716383	0.13139515	0.08407059	0.15262845	0.36237106
a31	3.9616143e-06	9.1978225e-05	0.41644123	0.46864408	0.04906687	0.022959663	0.0038194933	0.03897273
a20	0.004233543	0.05686552	0.5085198	0.22658092	0.17265221	0.02585081	0.0013818801	0.0039152564
a31	0.00015256785	0.0014675919	0.057577856	0.12581138	0.3613731	0.115142696	0.032619435	0.30585536
a37	0.00044867743	0.0012667095	0.032643378	0.05770285	0.19670302	0.098624684	0.1690735	0.44353715
a14	5.8781818e-05	0.0004422023	0.018123819	0.057575736	0.16578057	0.054774668	0.29128543	0.41195878
a10	0.0007299529	0.0011978552	0.028462874	0.026385231	0.25965828	0.101153806	0.34446502	0.23794702
a31	0.0050111	0.0036752028	0.042982906	0.022956595	0.53045356	0.11617743	0.17417328	0.10456991
a37	0.0061019487	0.0051924046	0.053514823	0.047038235	0.21797813	0.08505608	0.29291853	0.29219982
a10	0.008757737	0.0053911237	0.029687569	0.06507791	0.22122492	0.11009755	0.14865969	0.4111035
a14	0.010590424	0.0058666538	0.027908333	0.06081398	0.1205483	0.09452348	0.13249241	0.5472564
a0	0.017869359	0.011915463	0.042368818	0.082310446	0.08303057	0.12195989	0.14395489	0.49659058
a20	0.0064785825	0.005971686	0.027817372	0.10583169	0.08641488	0.22596319	0.23418243	0.3073401
a33	0.06759732	0.08356825	0.098663926	0.10665143	0.035810463	0.16525714	0.1653571	0.2770943
a20	0.003951705	0.028902596	0.16253145	0.25220463	0.08383686	0.15804945	0.14051123	0.17001212
a31	0.083587945	0.08426844	0.053106807	0.060440738	0.025848446	0.18534896	0.1876565	0.31974217
a0	0.08716184	0.06750933	0.020671027	0.02662081	0.0228327	0.19679272	0.21922182	0.35918978
a41	0.100992665	0.118678845	0.16904575	0.17911309	0.06315803	0.12601314	0.115962386	0.12703612
a31	0.16474469	0.31635427	0.12120063	0.07048001	0.025736092	0.095406756	0.09481301	0.111264504
a37	0.2823466	0.1901118	0.031508118	0.032783262	0.025341496	0.13228902	0.1388481	0.16677159
a31	0.12441351	0.24496242	0.22447953	0.13868031	0.052434996	0.07310601	0.06949013	0.07243313
a18	0.41938987	0.24419162	0.042394016	0.039964285	0.03224748	0.07199962	0.073026255	0.076786876
a8	0.15095407	0.28796807	0.26952747	0.14388266	0.046212938	0.035672605	0.032798957	0.032983206
a20	0.072187066	0.34984586	0.29310438	0.14173089	0.0468189	0.03365569	0.031211318	0.031445976
</S>	0.19415368	0.30173376	0.10330223	0.08446477	0.06682707	0.0832081	0.08243202	0.0838783
