 	mi	si	gonfiò	il	dito	</S>
a41	0.02055874	0.64973444	0.09415767	0.07521078	0.095093295	0.06524513
a20	2.8275601e-06	0.00044263332	0.024878012	0.010621893	0.9593876	0.0046670544
a39	2.6194717e-05	0.0034842622	0.3001347	0.03581295	0.65748155	0.003060315
a31	0.0029997535	0.080683775	0.12661192	0.006702684	0.6876249	0.09537703
a37	0.003541657	0.033639133	0.19048618	0.021512892	0.5559233	0.19489689
a21	0.0049465317	0.038926248	0.090564266	0.011775539	0.3763477	0.47743976
a38	0.00038689002	0.020570772	0.031877805	0.023779774	0.4041326	0.5192522
a18	0.0002013074	0.010611443	0.06954249	0.11027807	0.45844147	0.35092518
a46	0.0074538104	0.13817215	0.49683636	0.16760306	0.08860965	0.10132499
a31	0.0017352524	0.2057551	0.344171	0.14422852	0.031982433	0.27212772
a20	0.27861422	0.1932645	0.11264786	0.109108776	0.09245629	0.21390839
a46	0.050745785	0.2778515	0.22265184	0.117880635	0.04045205	0.29041824
a31	0.17840487	0.5102563	0.11219088	0.071707584	0.020656276	0.1067841
a8	0.64597297	0.07329916	0.039071415	0.05685573	0.017676186	0.16712452
a31	0.11509138	0.6185126	0.121713154	0.056159038	0.03974297	0.048780836
</S>	0.7038829	0.07552767	0.053430926	0.060543552	0.031110808	0.07550419
