 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.0036970957	0.09122731	0.13688834	0.33019063	0.051359866	0.0076909014	0.010229097	0.0025154937	0.113576666	0.08379092	0.06257864	0.10625512
a20	3.8880244e-06	4.689873e-05	0.25070116	0.06452929	0.14881599	0.18214703	0.30354118	0.037566196	0.009423695	0.0024079916	0.00053069106	0.00028595945
a37	3.5301127e-08	3.5468813e-06	0.021459056	0.010547282	0.022878865	0.017419687	0.02266957	0.110135615	0.5811241	0.044407535	0.09868624	0.07066846
a24	9.130889e-06	0.00016575734	0.05191488	0.03504532	0.03645739	0.05047392	0.11097556	0.3784079	0.23506188	0.06779299	0.019692944	0.014002314
a31	4.990285e-05	0.00021497559	0.040381722	0.039058506	0.09304352	0.102404214	0.0672017	0.34385043	0.12552798	0.16200313	0.01697052	0.009293422
a39	1.0920115e-05	2.0733094e-05	0.0461181	0.022254728	0.021215629	0.03520939	0.11456435	0.22337921	0.3896386	0.06374715	0.049867123	0.033974074
a31	6.2747717e-06	0.00038134132	0.004493798	0.005194803	0.06414447	0.056130897	0.04074989	0.28436276	0.27529022	0.2443928	0.015792366	0.009060304
a24	9.394333e-05	0.00010229551	0.05399468	0.019931162	0.058699388	0.13634902	0.21102628	0.1237125	0.20953868	0.07254665	0.041702494	0.07230284
a31	9.18142e-05	0.0018899057	0.05793481	0.058991108	0.17489709	0.14599493	0.053501897	0.118942335	0.118947096	0.18150105	0.076035	0.011272918
a28	0.0012317033	0.000803243	0.043382905	0.011200416	0.045859076	0.13499676	0.3137356	0.03885497	0.1154695	0.048108	0.12006654	0.12629126
a24	0.0001031703	0.0040773037	0.016699655	0.048070084	0.08942796	0.06823802	0.031757027	0.19106679	0.1853335	0.23984441	0.100645185	0.02473681
a8	0.006183658	0.031048123	0.110036954	0.02474579	0.21989861	0.15146092	0.090022884	0.017426588	0.0586904	0.055823077	0.20451505	0.030147854
a31	0.00086536794	0.010285151	0.010998783	0.07447505	0.10556349	0.16092734	0.043088224	0.17524529	0.09611299	0.12443117	0.13226973	0.06573742
a46	0.026107846	0.031612612	0.019703101	0.012625506	0.09900149	0.082481734	0.08733352	0.018532524	0.124508426	0.06584351	0.38897404	0.043275718
a8	0.0015509182	0.024616791	0.04723123	0.18051514	0.096133076	0.08867317	0.023879945	0.11712161	0.08888754	0.13146904	0.15140106	0.048520446
a28	0.008190481	0.018855928	0.0705936	0.31133458	0.16347425	0.11260468	0.05731977	0.020307742	0.018345606	0.01703241	0.14831308	0.05362791
a31	0.046179276	0.10780712	0.038006254	0.022855777	0.14035432	0.06092863	0.038167816	0.009053089	0.06718455	0.033355393	0.25232595	0.18378177
a39	0.02881595	0.048932295	0.0067966967	0.011569689	0.11534242	0.06555388	0.04230467	0.040023092	0.14801788	0.18700688	0.2529262	0.052710302
a33	0.021422466	0.021807104	0.026819922	0.07639775	0.045363646	0.05126461	0.038230777	0.013100961	0.04419075	0.036695354	0.41166767	0.21303904
a31	0.007770652	0.018892707	0.08848305	0.2136579	0.08158923	0.04903238	0.03898331	0.00988997	0.0431972	0.021594884	0.27396777	0.152941
a24	0.025367927	0.04757865	0.005926702	0.013336913	0.119872406	0.097691186	0.0631246	0.065643206	0.1466208	0.16427547	0.17412248	0.07643964
a37	0.043983582	0.033618055	0.032045733	0.03590212	0.15092395	0.17768812	0.14507405	0.025901727	0.06607505	0.02130419	0.1435489	0.12393445
a14	0.029000001	0.038480654	0.016261693	0.051780887	0.08866327	0.12260423	0.10775301	0.053351983	0.13992712	0.06939788	0.1728977	0.109881595
a20	0.025214901	0.027880553	0.011532823	0.05624394	0.06268353	0.089556366	0.07186387	0.051371913	0.16062982	0.103939526	0.1981279	0.14095484
a28	0.034042045	0.03626903	0.018716618	0.06664944	0.06575169	0.08699161	0.06921924	0.057384875	0.14764982	0.10892852	0.17384298	0.13455418
a5	0.05356137	0.06633756	0.03344977	0.07108205	0.07859066	0.085757345	0.06620901	0.062117107	0.1230955	0.10554995	0.13779338	0.116456255
a17	0.07060586	0.15705521	0.011176499	0.04337929	0.09585242	0.08584423	0.06793947	0.069005415	0.10109272	0.10577101	0.10729885	0.08497902
a21	0.0659044	0.042400386	0.067180015	0.043727297	0.09149692	0.09687106	0.0793948	0.06099533	0.114913985	0.08588228	0.12890048	0.122333
a8	0.075353466	0.14756532	0.07000297	0.05316573	0.08284898	0.08274885	0.07761136	0.08106017	0.08393053	0.079842426	0.084848486	0.08102169
a31	0.045497514	0.2186617	0.12574899	0.08176294	0.084679015	0.05414972	0.03397314	0.03574896	0.07592156	0.07323859	0.08690349	0.08371434
a20	0.042506002	0.03900339	0.010489995	0.031289935	0.103280574	0.10902716	0.10782727	0.11006308	0.11115505	0.113076605	0.11293392	0.10934704
a3	0.08148726	0.09831733	0.05381194	0.025476916	0.09357344	0.09710298	0.09617822	0.0914114	0.09316651	0.083010495	0.09528861	0.09117493
a20	0.07916483	0.16039175	0.06730162	0.056972343	0.07634962	0.08022092	0.078724705	0.08167609	0.08119612	0.07693978	0.08163777	0.07942436
a10	0.08798928	0.25256	0.044941466	0.050915737	0.068569005	0.0708069	0.06949421	0.07292188	0.07120589	0.06923873	0.071440004	0.06991687
a31	0.09467966	0.3441541	0.038337093	0.043229602	0.060393635	0.060725603	0.059462763	0.0625502	0.05969515	0.058052193	0.059811972	0.058908038
a20	0.07608861	0.1150556	0.017817635	0.05536593	0.09007542	0.09199753	0.09064469	0.091931745	0.093036525	0.093813084	0.09381505	0.090358146
a7	0.079817	0.107677914	0.07427059	0.04780348	0.08535377	0.08966487	0.08915327	0.08245518	0.08804119	0.07756104	0.08985576	0.08834599
a11	0.09642733	0.23993425	0.0593965	0.055319503	0.06564331	0.068853594	0.06857534	0.07060387	0.069551565	0.06709408	0.06973527	0.06886541
a18	0.11166804	0.3116511	0.046314765	0.049145583	0.058307305	0.060191922	0.059787214	0.062235188	0.06056736	0.05952778	0.060607113	0.059996605
a27	0.11322533	0.354444	0.04980606	0.04577213	0.05451814	0.054851703	0.05422031	0.056616414	0.05444602	0.053752005	0.054388206	0.05395971
a31	0.11938093	0.39104846	0.04081613	0.041731328	0.05127874	0.051083505	0.050430425	0.052856475	0.05051283	0.050347004	0.050428785	0.050085332
a39	0.0742531	0.10075996	0.027516047	0.06526656	0.090140976	0.09153203	0.09113502	0.09196163	0.091841914	0.09228776	0.0922552	0.09104988
a31	0.085953124	0.10887649	0.0849707	0.048559207	0.08104467	0.08459795	0.084726974	0.08441018	0.08507904	0.08176698	0.085630275	0.08438443
a24	0.08222522	0.10687537	0.041793883	0.06988073	0.08666627	0.087446354	0.087251924	0.08778962	0.08762785	0.08787874	0.08781725	0.08674681
a28	0.09126607	0.19315833	0.09858545	0.053965896	0.0718256	0.071994856	0.07142286	0.06941793	0.07050532	0.06633792	0.07101345	0.07050626
a21	0.14550751	0.35942775	0.06111294	0.045801345	0.04811416	0.048616268	0.04839136	0.049606442	0.04857604	0.047987133	0.048523627	0.048335373
a31	0.1508656	0.3826279	0.060428277	0.043211848	0.045504425	0.045416158	0.045085423	0.046591263	0.045197785	0.045046568	0.045078885	0.044945814
a39	0.13316187	0.1295624	0.04399705	0.06746423	0.07776899	0.07823212	0.07810703	0.07851615	0.0782872	0.07845028	0.07841168	0.078041054
</S>	0.09402208	0.21092519	0.10017441	0.055273578	0.06769612	0.06807421	0.0676494	0.06828097	0.06748946	0.06561045	0.06758169	0.0672225
