 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.015132239	0.0057468265	0.019303478	0.32222608	0.24265534	0.045670267	0.082181476	0.26708436
a20	1.2847077e-06	6.836811e-06	1.0586546e-05	0.057583038	0.917931	0.020725109	0.0020429236	0.0016992319
a31	3.6492418e-07	1.9008435e-07	1.9138986e-05	0.05151346	0.4692674	0.01031807	0.19115038	0.27773094
a8	2.8828903e-05	4.383635e-06	1.3987023e-05	0.065765515	0.35837016	0.020358745	0.2914254	0.26403296
a31	4.4830057e-07	9.6058844e-05	0.0017325925	0.06803487	0.5306716	0.17041281	0.08618649	0.1428651
a37	2.178808e-05	0.00011372064	0.00016057192	0.24608481	0.1870774	0.10807784	0.19032833	0.26813555
a31	2.3035396e-05	0.00089051336	0.0024403962	0.39925307	0.15642312	0.14540955	0.19883035	0.09672997
a39	4.0582327e-05	0.0047499468	0.005205068	0.24763587	0.07569188	0.13374045	0.2697304	0.26320583
a20	1.0717536e-05	0.0048569716	0.011661118	0.06823769	0.39879158	0.12749828	0.17998034	0.20896329
a31	9.6127864e-05	0.029564014	0.060436103	0.12708832	0.19962135	0.12169487	0.3198506	0.14164862
a39	0.0029676205	0.020879151	0.02912522	0.04237476	0.15248013	0.25635216	0.42784587	0.06797504
a41	5.803991e-05	0.0043725097	0.034339357	0.083873436	0.25448233	0.06551559	0.39598626	0.16137236
a31	0.004967336	0.08246217	0.3114168	0.04172854	0.113823295	0.12822174	0.26048747	0.05689263
a23	0.031972766	0.019833986	0.06412755	0.03461884	0.2165302	0.2857174	0.2836719	0.06352737
a31	0.00021172292	0.004428327	0.083690695	0.12237836	0.25233653	0.09411357	0.35166752	0.0911733
a20	0.12669092	0.033022963	0.11268081	0.03262784	0.18214877	0.22668737	0.20990883	0.076232456
a31	0.0056794845	0.014846832	0.061282363	0.06692403	0.29907012	0.16767068	0.275927	0.108599424
a28	0.27611217	0.036235515	0.1006906	0.042483043	0.14972869	0.16784689	0.15479688	0.07210624
a31	0.011698514	0.023837809	0.068598345	0.06323771	0.26084575	0.1784577	0.26590678	0.12741737
a8	0.41182968	0.03310159	0.08866931	0.0494432	0.109131284	0.11549889	0.11227745	0.08004861
a24	0.012953203	0.03225004	0.08343687	0.06341346	0.22595474	0.18793681	0.25317752	0.14087741
a31	0.49767938	0.040266097	0.092470944	0.040294368	0.08005349	0.08465178	0.08427994	0.080304
a3	0.43244568	0.027800258	0.0777447	0.062679686	0.1016482	0.10501237	0.10384161	0.08882755
a13	0.15040514	0.06468709	0.08437398	0.0833945	0.16259386	0.15363775	0.16598298	0.13492468
a35	0.57000226	0.067079045	0.1093433	0.03827396	0.053463966	0.054217514	0.054269034	0.053350892
a31	0.41700095	0.03204924	0.118423715	0.076447114	0.08884477	0.08873671	0.08971014	0.08878734
a11	0.38084897	0.039893735	0.09277536	0.057903282	0.10386364	0.10904287	0.10893769	0.1067345
a31	0.45662978	0.030916732	0.10798721	0.07023365	0.083620995	0.08373334	0.08399183	0.08288641
a46	0.5166104	0.05403216	0.07057816	0.051773462	0.07622648	0.07851308	0.078136764	0.07412954
a8	0.18043534	0.035963044	0.066274084	0.10220052	0.15149094	0.14900497	0.15843263	0.15619846
a31	0.19874519	0.05770988	0.26421824	0.09057695	0.09842092	0.095881686	0.096939966	0.097507216
a39	0.5054637	0.038991302	0.07574038	0.057000022	0.07941552	0.08143616	0.08137064	0.08058233
a31	0.55325305	0.04205346	0.07960096	0.060433175	0.06630124	0.065960556	0.066380836	0.06601669
a29	0.60353166	0.0456272	0.060134016	0.050090652	0.059847724	0.060592007	0.06051705	0.05965967
a31	0.63917273	0.07612224	0.0822646	0.036987733	0.041652396	0.041298	0.041444056	0.04105821
a20	0.5861514	0.050818283	0.06042399	0.0549265	0.061972164	0.06246453	0.06232945	0.0609137
a13	0.6382347	0.064968385	0.055505045	0.042602185	0.049720626	0.0494047	0.04994132	0.04962314
a31	0.71717143	0.043057993	0.0520523	0.035276417	0.038075306	0.038162258	0.038142826	0.038061507
a23	0.5144321	0.0596724	0.0718626	0.06426872	0.072128184	0.072714	0.07267421	0.072247826
</S>	0.2778039	0.052632794	0.13776207	0.0997565	0.10864566	0.10671898	0.10793514	0.10874497
