 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a23	0.051247697	0.016690008	0.24110666	0.030662863	0.009050139	0.03275039	0.006329969	0.073243625	0.18959218	0.13906199	0.21026447
a31	7.2181183e-07	0.0003788576	0.92571896	0.0616029	0.004525823	0.0034632667	0.00063538505	2.280006e-05	3.1399155e-05	9.972657e-05	0.0035201192
a20	0.00022107948	0.013050956	0.65865666	0.07135376	0.10203512	0.056686174	0.067587964	0.0012062773	0.00028786418	0.008751334	0.02016285
a13	0.0009089489	0.004552388	0.12337232	0.07774304	0.06315048	0.061310716	0.01604092	0.0072306497	0.015540291	0.12229904	0.50785124
a37	0.0019530469	0.02998867	0.19163732	0.10734011	0.14576358	0.09145012	0.122134775	0.035191324	0.07461081	0.11310571	0.086824514
a31	0.0019974906	0.025137758	0.14038497	0.06453796	0.11434997	0.079402655	0.13331625	0.078176335	0.07408839	0.20989497	0.07871332
a43	0.00026585968	0.0035369145	0.119162776	0.10312984	0.21782342	0.06922516	0.084264085	0.07605544	0.07922214	0.11960887	0.12770543
a31	0.049564127	0.10201722	0.43708187	0.10758264	0.08106913	0.10247414	0.034218643	0.023324184	0.028381944	0.02756224	0.0067238635
a24	0.00094126724	0.008011843	0.059390977	0.05319875	0.068542555	0.31716192	0.100019336	0.090649426	0.04631386	0.23379141	0.021978667
a7	0.02265506	0.23745573	0.080879204	0.08511434	0.08223	0.21620467	0.11624035	0.033313267	0.024399856	0.09077204	0.010735471
a31	0.04025135	0.27120256	0.08241212	0.13028982	0.15194932	0.17894684	0.021416632	0.019400235	0.013298955	0.066946544	0.023885647
a13	0.03417975	0.027223613	0.03727633	0.08337428	0.07673447	0.15315439	0.1520466	0.08115496	0.12946801	0.19904166	0.02634595
a28	0.047545165	0.30449644	0.13839394	0.10287076	0.12108636	0.15463097	0.0457836	0.0141227385	0.011703227	0.040579278	0.018787546
a20	0.18134837	0.33728302	0.05662728	0.066500396	0.0750191	0.079727754	0.06742045	0.010364634	0.018543897	0.059778854	0.047386296
a31	0.17031308	0.2327815	0.054703344	0.07100044	0.0751568	0.08327449	0.09121959	0.022377444	0.04196355	0.080636084	0.07657367
a37	0.1031465	0.08189105	0.06770644	0.088843256	0.088018306	0.09520733	0.10096373	0.09876119	0.10075865	0.1009387	0.073764846
a1	0.29119772	0.2891648	0.05434303	0.05570489	0.06341842	0.060912747	0.055598106	0.010906691	0.021334438	0.049750824	0.04766837
a28	0.4257572	0.15202253	0.048373863	0.048758563	0.052289158	0.05124787	0.049836166	0.034085546	0.0428787	0.048202828	0.046547584
a1	0.44442448	0.12989213	0.04625249	0.04778246	0.04984469	0.048768673	0.048744958	0.045668144	0.04657002	0.04622471	0.04582721
a28	0.39241242	0.116888605	0.05396744	0.054509938	0.056052644	0.05560732	0.05575324	0.053255036	0.054116488	0.053880837	0.05355604
a31	0.4259069	0.11432692	0.049804177	0.05116713	0.05276246	0.0519292	0.052022286	0.051426113	0.0509417	0.049987946	0.049725205
a20	0.10160627	0.08945386	0.0845736	0.08963131	0.089837894	0.09023064	0.09103915	0.091222875	0.09116339	0.09094769	0.0902933
a31	0.23544447	0.11029674	0.068110414	0.07066292	0.07082781	0.0731605	0.07607895	0.07378918	0.07431729	0.073974065	0.07333766
a20	0.09757843	0.08942506	0.086964525	0.09005426	0.090120755	0.09060956	0.09128766	0.09134966	0.09131761	0.09118446	0.09010804
a31	0.2522048	0.11042396	0.06747519	0.06937399	0.06974269	0.07155404	0.073852316	0.07047695	0.07176001	0.071880974	0.071255095
a8	0.103837386	0.08342964	0.08759375	0.0895773	0.09018142	0.091027685	0.09142179	0.091428064	0.09131688	0.0912589	0.08892717
</S>	0.4866068	0.165589	0.04220331	0.040412646	0.043633025	0.04145584	0.037799142	0.032899145	0.036188647	0.036684502	0.036527965
