 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.05427185	0.043594357	0.035642352	0.0003618941	0.027569395	0.29659232	0.5419678
a46	3.897437e-06	1.6754735e-05	0.013848334	0.004218439	0.003331273	0.0018792745	0.9767021
a31	0.0063354783	0.010404388	0.6393861	0.009758478	0.049244437	0.10190235	0.18296877
a35	0.0020431643	0.010412833	0.5661629	0.12224064	0.09605682	0.02722474	0.17585889
a31	0.00087435986	0.0015889289	0.5315811	0.015168167	0.10754482	0.12420039	0.21904229
a20	0.0007846687	0.0019005045	0.22788532	0.09874009	0.0563847	0.068033434	0.5462713
a31	0.00056035054	0.001401743	0.26478392	0.05901398	0.048601203	0.078193806	0.547445
a39	0.0006307358	0.0015249003	0.355379	0.082216874	0.042100858	0.05395906	0.46418858
a3	0.00016344573	0.00022155854	0.09478663	0.089495346	0.10273166	0.18101089	0.5315905
a31	0.008253714	0.008282029	0.51974326	0.05227564	0.108257025	0.10216798	0.20102045
a7	0.08612491	0.13479881	0.4581571	0.0134307025	0.044750866	0.086421765	0.17631586
a10	0.0029933446	0.0042541814	0.17113192	0.020398252	0.03570737	0.23896931	0.52654564
a31	0.043469947	0.11855253	0.18975922	0.016912038	0.057940006	0.21362078	0.3597455
a11	0.1474266	0.26821008	0.036880594	0.037805993	0.20085135	0.14058022	0.1682451
a18	0.0020056	0.003944362	0.078632236	0.021016674	0.05323843	0.3307404	0.5104223
a28	0.02838849	0.096660934	0.098033786	0.06400814	0.13546957	0.2521687	0.3252704
a31	0.029091615	0.09731381	0.052619662	0.17447314	0.18862274	0.20910397	0.24877505
a11	0.081475005	0.09488184	0.010865208	0.13844384	0.2098119	0.22173196	0.24279028
a13	0.044326853	0.1517006	0.077874295	0.17644933	0.16172178	0.18396956	0.2039576
a31	0.13283539	0.285672	0.028943041	0.14494532	0.13129431	0.13423237	0.14207758
a20	0.18807371	0.12318023	0.010635497	0.14779966	0.17187427	0.17641895	0.18201768
a31	0.2052063	0.42116523	0.071883075	0.088598154	0.06925452	0.0707326	0.07316019
a8	0.37548697	0.24440488	0.016033988	0.08672143	0.09179966	0.092123106	0.093429916
</S>	0.32722995	0.35944116	0.14569624	0.059589136	0.035375025	0.036229532	0.036438964
