 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.017418219	0.4022246	0.01571904	0.0688502	0.0045294496	0.102317214	0.21830939	0.07889634	0.09173545
a31	0.059347622	7.970839e-06	0.7253419	0.19201326	8.093308e-05	0.02236536	0.00052292785	3.2831755e-05	0.00028715798
a46	0.5881821	0.003949312	0.33898988	0.04479963	0.0057617943	0.0025092368	0.0008455331	0.0015478064	0.013414727
a31	0.09015545	0.001362855	0.56136847	0.1072153	0.0005818803	0.036313437	0.06779412	0.035737395	0.09947107
a24	0.037579115	0.00028872624	0.3373011	0.27398938	0.00036815487	0.022107512	0.06076949	0.075698346	0.19189811
a31	0.017895957	0.00055814127	0.3395598	0.2837518	0.00014370997	0.0146521	0.11137618	0.06269674	0.16936566
a37	0.058633335	0.0002721606	0.525023	0.17799239	0.00016590593	0.013099644	0.0816856	0.02869393	0.11443406
a31	0.036381543	0.0009815169	0.46092382	0.102448955	0.00070602156	0.03402834	0.28123415	0.024326103	0.05896961
a18	0.14730607	0.0009951441	0.49136174	0.055257797	0.0012646127	0.029382229	0.1584024	0.015588912	0.10044108
a31	0.04846009	0.0058024493	0.35979748	0.05871897	0.008860226	0.08101062	0.37344575	0.01659337	0.047311064
a41	0.14709729	0.019584917	0.18270832	0.017538602	0.04895788	0.24598522	0.21761847	0.013020115	0.10748923
a31	0.066995606	0.045910574	0.22901277	0.027053598	0.043750808	0.23374936	0.28726226	0.011739703	0.05452525
a21	0.043729343	0.047337826	0.012834145	0.006396271	0.08751029	0.5936965	0.1324966	0.014983014	0.061015986
a31	0.028750572	0.060666997	0.10709838	0.044553075	0.042656243	0.14066865	0.42304456	0.03078949	0.12177201
a14	0.02888447	0.035130862	0.008301798	0.007868145	0.12910207	0.53294665	0.18804242	0.022606866	0.047116753
a31	0.063779116	0.09220262	0.104981445	0.025998611	0.06834727	0.37106097	0.16846433	0.011132811	0.09403281
a24	0.01858144	0.02771247	0.008384678	0.011000722	0.12956983	0.4472421	0.28701723	0.025201708	0.045289893
a31	0.09280008	0.14532354	0.0542791	0.042489327	0.07751061	0.3630295	0.09254697	0.010831683	0.12118914
a10	0.01588762	0.030631142	0.008113256	0.013382341	0.15086725	0.37964505	0.312864	0.029907536	0.05870182
a7	0.08928489	0.22421744	0.032229457	0.05249729	0.09006775	0.3270119	0.0528067	0.01088494	0.12099962
a20	0.032636303	0.5468673	0.014038654	0.045933537	0.051425558	0.19330221	0.050753005	0.013147484	0.051895864
a31	0.07133101	0.1892274	0.009069654	0.030785356	0.22333424	0.19761764	0.060083915	0.07437651	0.14417425
a8	0.010827842	0.037833124	0.007277821	0.029892925	0.19808362	0.25155196	0.23072305	0.08841039	0.14539924
a31	0.053016026	0.4816103	0.037807774	0.13570794	0.045921907	0.1361931	0.021859685	0.011886242	0.07599701
a33	0.01021793	0.07573711	0.008629112	0.050965663	0.18273693	0.20316994	0.19618054	0.11638374	0.15597916
a7	0.052658074	0.55417794	0.04557776	0.11070607	0.033067483	0.092974015	0.01812557	0.018446295	0.074266866
a31	0.024729472	0.17109597	0.011890024	0.07227669	0.15204969	0.14932424	0.13226771	0.13949963	0.14686652
a23	0.0072836303	0.08596996	0.013102247	0.08321329	0.16316752	0.1702142	0.17001174	0.14740592	0.15963145
</S>	0.108597755	0.372132	0.054492038	0.09150344	0.060751777	0.094238065	0.05229245	0.07215099	0.09384148
