 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.051666837	0.039752625	0.15869524	0.107132465	0.10680807	0.14667563	0.17755811	0.21171102
a27	2.43158e-06	0.00017110816	0.0010116918	0.017826369	0.20762292	0.16023809	0.16381212	0.44931525
a8	0.008045706	0.07256848	0.12117867	0.11920876	0.19945061	0.02452247	0.0675467	0.3874786
a28	3.6293786e-05	0.00048737272	0.025403094	0.2363408	0.34862414	0.21477988	0.06609011	0.10823835
a31	0.0009114411	0.020295208	0.02395784	0.059710473	0.032160677	0.08703977	0.71459067	0.061333876
a24	0.005715042	0.024648106	0.081570126	0.111581005	0.11254551	0.17215613	0.4237798	0.06800429
a31	0.00021627443	0.0017232307	0.005728222	0.072440006	0.088037945	0.18982042	0.42148176	0.22055218
a10	0.005292146	0.0030354986	0.022012245	0.053529024	0.10524333	0.19235663	0.4089602	0.20957099
a20	0.00011035967	0.005010198	0.011317089	0.04419168	0.04679624	0.13534743	0.58324707	0.17397992
a31	0.00059415575	0.045464836	0.028844057	0.05406946	0.047176328	0.12841061	0.55755305	0.13788751
a39	0.045108635	0.06010434	0.035546854	0.027192408	0.03789244	0.17922463	0.5596832	0.055247493
a31	0.00064264826	0.006071578	0.03802721	0.10389821	0.08122682	0.07505865	0.62033033	0.07474449
a18	0.33803576	0.025293129	0.031062637	0.031167917	0.08782956	0.21826144	0.24500693	0.023342622
a31	0.045543537	0.058212865	0.26783383	0.25851038	0.12520455	0.07697388	0.14207357	0.025647355
a17	0.6754425	0.0096474495	0.028249359	0.037729498	0.06870112	0.08372203	0.082480505	0.01402759
a31	0.012825408	0.05798591	0.26174825	0.269988	0.11518027	0.059010714	0.14503303	0.07822841
a8	0.7278625	0.020020045	0.046199594	0.038089834	0.043237153	0.04508112	0.04576249	0.033747263
</S>	0.009557069	0.09826298	0.36311895	0.26598293	0.097673245	0.048992034	0.065459	0.050953858
