 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.0021393036	0.019700343	0.05566414	0.040464826	0.09324977	0.029804759	0.07083103	0.20710395	0.48104185
a8	6.337105e-06	4.547639e-06	0.0015013902	0.0017302061	0.086288586	0.19484954	0.60972273	0.066671655	0.03922494
a31	1.8154353e-06	5.934261e-05	0.013957484	0.027391613	0.3284153	0.09924034	0.25133115	0.16254435	0.117058605
a23	0.00038367746	0.0025880677	0.01923561	0.015626872	0.16979551	0.2671302	0.20773846	0.06533185	0.25216982
a31	6.345685e-05	6.787875e-05	8.6386455e-05	0.013955776	0.3168853	0.19487913	0.2199883	0.22219716	0.031876646
a10	0.00030906108	0.00036862603	0.0001180378	0.0004628358	0.12633012	0.10601856	0.15603036	0.5410059	0.06935642
a24	0.00049178617	0.0008415584	0.00067816995	0.010447023	0.24611644	0.047234397	0.052620407	0.5981488	0.04342134
a31	0.0012932	0.00076909905	0.0005978415	0.035601888	0.23323953	0.03611897	0.02882491	0.62443143	0.039123107
a41	0.0003170774	0.00014939658	3.74045e-05	0.00090221653	0.0384974	0.027315542	0.067870446	0.7854155	0.07949507
a7	0.00065232866	0.0003192032	0.001924133	0.055744138	0.16793683	0.06736581	0.034484155	0.63826096	0.03331245
a5	0.0014548025	0.0005293867	0.008240304	0.06997822	0.14945054	0.08892597	0.048319172	0.5582559	0.07484563
a37	0.014249294	0.010434972	0.06008143	0.051837314	0.030015327	0.034402307	0.07046708	0.6848718	0.043640483
a31	0.009994006	0.0034945686	0.014743698	0.23575656	0.097100385	0.14731477	0.063172854	0.3225854	0.105837815
a46	0.022845013	0.013175134	0.013748318	0.01647553	0.039528094	0.10822908	0.12524967	0.6078879	0.052861255
a8	0.00063155947	0.00040053882	0.0057501374	0.051801655	0.606623	0.10332018	0.01754547	0.1665719	0.0473556
a31	0.0034950657	0.0029186776	0.01929924	0.41640568	0.30296728	0.099770516	0.023393854	0.08805069	0.043699056
a29	0.057414614	0.06227022	0.082722	0.06480144	0.042336337	0.13816649	0.18829334	0.24329166	0.12070395
a11	0.014094402	0.010612382	0.030069977	0.43351611	0.20654528	0.14380102	0.053633247	0.07143039	0.0362972
a37	0.053885747	0.09524674	0.13613987	0.33997583	0.05947159	0.0858463	0.07765691	0.09059743	0.061179575
a31	0.05377994	0.08048157	0.16264455	0.30840385	0.053506147	0.08465276	0.08708908	0.08775287	0.081689276
a24	0.097620815	0.18861032	0.07377019	0.08664593	0.04954463	0.11539857	0.13800682	0.15493664	0.09546608
a31	0.048691988	0.06485431	0.061303817	0.4087855	0.11064204	0.09238883	0.07026306	0.074815325	0.06825513
a33	0.17797838	0.35575536	0.037861563	0.06251658	0.058059298	0.08236888	0.08731889	0.08979563	0.048345383
a20	0.011246008	0.020527756	0.0208022	0.29592362	0.26836497	0.14374956	0.07984145	0.08576232	0.073782146
</S>	0.10838957	0.31427997	0.13997468	0.1253462	0.05911614	0.063634776	0.063859224	0.06304739	0.06235209
