 	un	forno	che	fa	buon	pane	</S>
a31	0.040777802	0.18272588	0.1666196	0.023595383	0.012386081	0.26492763	0.30896765
a20	1.6273785e-05	0.0010717063	0.021856826	0.017559715	0.0025526388	0.23959754	0.7173453
a28	9.339297e-07	4.7257427e-06	0.00052725634	0.00020916431	0.00014227493	0.25245547	0.74666023
a31	9.177081e-06	0.00010268932	0.007748049	0.07728511	0.013030178	0.41977715	0.48204768
a18	2.81974e-06	0.0003522001	0.018333167	0.071636446	0.022878377	0.4284346	0.45836243
a13	3.462511e-06	8.084574e-05	0.009908915	0.036205266	0.022734614	0.47512534	0.4559416
a39	7.844262e-06	0.0006364963	0.029198676	0.090890355	0.24995814	0.38413584	0.24517262
a20	1.7993703e-05	0.00076610764	0.01194232	0.07199723	0.32880557	0.47841567	0.108055085
a31	0.0045756237	0.013976128	0.030584367	0.036855496	0.27235073	0.423078	0.21857965
a20	0.024445333	0.01856131	0.036190756	0.083256654	0.5299531	0.22894739	0.078645445
a39	0.00046213684	0.0013680642	0.014537498	0.056991942	0.15911452	0.54272074	0.22480512
a18	0.0059695304	0.011985771	0.041009575	0.14497703	0.25548574	0.33720195	0.20337033
a39	0.028316516	0.025771812	0.033723813	0.0901622	0.25677326	0.29387864	0.27137375
a46	0.01371163	0.013078864	0.026047114	0.15063855	0.26122004	0.28464085	0.25066292
a38	0.016293092	0.02475172	0.038187847	0.18007526	0.25402337	0.26101735	0.2256514
a39	0.077437006	0.04908508	0.036507696	0.11746454	0.2335656	0.2437018	0.24223831
a31	0.0726712	0.061789215	0.06584056	0.16265541	0.20863192	0.21721655	0.21119511
a18	0.116566055	0.012119974	0.025317982	0.11938771	0.24205092	0.24476685	0.23979056
a31	0.10048043	0.055089824	0.06809553	0.13956954	0.19717027	0.21978487	0.2198096
a41	0.19665071	0.02039662	0.041192953	0.13894472	0.20199648	0.2038123	0.19700623
a35	0.11820827	0.09341666	0.092872135	0.1440296	0.175927	0.18805614	0.18749025
a31	0.12768231	0.12451562	0.08554463	0.15373456	0.168371	0.17105249	0.16909933
a28	0.32645375	0.031652194	0.0477804	0.122662306	0.156965	0.15807635	0.15641002
a27	0.14274353	0.1578331	0.12449837	0.13011159	0.14331451	0.1510127	0.15048623
a13	0.39447215	0.19356465	0.064277515	0.08130027	0.08832707	0.089038335	0.08902
a46	0.41489106	0.18845192	0.058376454	0.07908358	0.08612321	0.08655153	0.086522155
a24	0.22630547	0.16268273	0.08388849	0.12665951	0.13313052	0.13399488	0.13333839
a39	0.32638577	0.11286304	0.0793759	0.11024667	0.12223811	0.124313086	0.12457751
a31	0.31014457	0.17377768	0.09697288	0.10060742	0.105011	0.10673998	0.106746495
a11	0.33803526	0.04606761	0.07130466	0.12346357	0.13964821	0.14061336	0.14086731
a31	0.22866952	0.11872341	0.11529279	0.122728765	0.13395412	0.14019327	0.14043815
a21	0.33265924	0.054992437	0.0862666	0.12347861	0.13355806	0.13456166	0.13448341
</S>	0.22545028	0.15113543	0.11987695	0.11869251	0.1253686	0.12973069	0.12974553
