 	sicuramente	stanno	ancora	svegli	</S>
a17	0.00029797337	0.09383516	0.30902517	0.3318633	0.2649784
a24	0.0014431011	0.0010876792	0.04941368	0.31210133	0.6359542
a28	0.17223632	0.3578792	0.04811432	0.12339604	0.29837406
a37	0.32462147	0.16907442	0.121827476	0.117985815	0.26649085
a18	0.57870466	0.06140919	0.23172316	0.053566646	0.074596375
a39	0.3910889	0.042341895	0.2994056	0.09540346	0.17176014
a31	0.08088144	0.024261864	0.39651114	0.21894127	0.2794043
a39	0.20978233	0.10619841	0.42020795	0.09805594	0.16575535
a31	0.05934318	0.025392858	0.5926822	0.17591174	0.14667003
a46	0.16276741	0.15660504	0.43681866	0.11753115	0.12627783
a31	0.030628618	0.026174372	0.66118175	0.21370938	0.06830588
a18	0.083090246	0.1315512	0.4319482	0.24700832	0.106402025
a31	0.09870677	0.024101127	0.4393124	0.37575448	0.06212524
a39	0.0559744	0.10416883	0.52805835	0.23546469	0.07633375
a31	0.080846444	0.03852929	0.45976982	0.37969396	0.041160453
a41	0.015064995	0.0844519	0.43214533	0.40447205	0.06386569
a39	0.085846454	0.051000964	0.3517815	0.410825	0.10054613
a28	0.061291706	0.16733712	0.30284372	0.30597025	0.16255724
a20	0.03832246	0.123264804	0.26856884	0.28660253	0.28324136
a31	0.024760457	0.11408792	0.27014926	0.2916634	0.29933897
a39	0.010290062	0.09760817	0.29377317	0.32538944	0.2729392
a35	0.038309913	0.19302027	0.257371	0.26116785	0.25013098
a31	0.0412336	0.21888822	0.2480371	0.24987808	0.24196297
a11	0.009719141	0.14641684	0.27267691	0.28692025	0.2842669
a18	0.04390727	0.20928536	0.24717857	0.25001928	0.2496095
a24	0.030264666	0.21283387	0.24993533	0.25306484	0.25390127
a31	0.022068027	0.20861821	0.25332373	0.2570829	0.25890708
a18	0.011701198	0.19777644	0.26031855	0.26556683	0.26463696
a31	0.047795273	0.21987042	0.24293517	0.2446006	0.2447985
a18	0.01817266	0.22188292	0.25371164	0.25584495	0.25038782
a15	0.15506566	0.20619173	0.21286806	0.21352072	0.21235386
a8	0.2138666	0.19681807	0.19654648	0.19667022	0.19609863
a39	0.1714965	0.20753373	0.20666353	0.20705572	0.2072505
a31	0.051652484	0.22493206	0.24031647	0.24132194	0.24177712
</S>	0.017916385	0.22032246	0.2517467	0.25411347	0.25590095
