 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.014465728	0.014913167	0.044057623	0.008337414	0.052579626	0.12618057	0.40717527	0.33229065
a46	3.1714222e-05	0.00024827046	0.0063200775	0.00046654002	5.346528e-05	0.0008719199	0.1288903	0.8631177
a39	0.00019729846	0.0011136791	0.11577649	0.021911938	0.015919989	0.061025344	0.38879827	0.39525703
a31	0.013974369	0.20047079	0.37013814	0.030074501	0.010785639	0.008373837	0.08494532	0.28123736
a20	0.023758471	0.058717094	0.7272238	0.062171407	0.028687883	0.004236688	0.033523478	0.06168117
a31	0.00926359	0.023591736	0.6673529	0.06226072	0.022285715	0.0056052925	0.045549702	0.16409038
a15	0.02610745	0.024907816	0.69567066	0.08222242	0.021467067	0.0052799815	0.03889854	0.10544607
a11	0.00028153454	0.0019873644	0.047623433	0.035838652	0.041915096	0.029823193	0.08691224	0.75561845
a31	0.040365603	0.10333544	0.41457072	0.16137542	0.11054623	0.025584634	0.020555517	0.12366642
a46	0.021054646	0.03662158	0.5367007	0.1769669	0.08218791	0.016643355	0.020413306	0.10941154
a31	0.0012932085	0.0023676048	0.041532453	0.14770228	0.32888278	0.08868863	0.035898227	0.35363474
a46	0.02252501	0.04756967	0.37632662	0.1913255	0.15552428	0.03953402	0.014818035	0.1523769
a31	0.0022616824	0.0071297945	0.027620442	0.1504043	0.44631842	0.11648331	0.042594478	0.20718752
a15	0.0117880255	0.03782078	0.18641408	0.17845663	0.2991626	0.15849905	0.010283336	0.1175755
a31	0.0023401643	0.014462924	0.04787314	0.14807436	0.4047427	0.16335252	0.07644694	0.14270733
a20	0.009765301	0.05950065	0.097263254	0.15991436	0.29154766	0.31748828	0.011785044	0.05273547
a18	0.0075836484	0.039101236	0.096004315	0.20274092	0.28389284	0.25689587	0.050976716	0.06280441
a46	0.04640849	0.19842458	0.08571083	0.1490429	0.20855409	0.2503523	0.02510838	0.03639845
a31	0.020528266	0.07981572	0.100161016	0.17341097	0.20143746	0.217271	0.107562065	0.099813536
a15	0.039791547	0.14117044	0.060326137	0.14172569	0.21959528	0.2599956	0.051394492	0.086000815
a31	0.027406039	0.06126091	0.14252666	0.19960302	0.20106956	0.20574829	0.114142194	0.048243348
a37	0.0877017	0.17220914	0.08209416	0.14221658	0.17627347	0.19035473	0.07281953	0.07633067
a35	0.077222906	0.14245084	0.11639724	0.15377481	0.15872334	0.1658303	0.10661996	0.07898064
a31	0.17752361	0.27812126	0.08645904	0.09791432	0.10010751	0.10148693	0.08373203	0.07465528
a46	0.11488463	0.15000336	0.09179899	0.12795226	0.14354596	0.14944106	0.097383104	0.12499065
a31	0.10441354	0.19533676	0.11431725	0.12510736	0.12313791	0.12392298	0.11479182	0.0989724
a11	0.14445834	0.14953826	0.10321452	0.12133584	0.12775813	0.13013712	0.10615346	0.11740438
a31	0.18856426	0.3005471	0.0829729	0.08838133	0.08772197	0.08833902	0.082689784	0.08078369
a46	0.14286424	0.14198573	0.11167269	0.122499764	0.12604095	0.12726183	0.11247066	0.11520416
a20	0.14613365	0.23802088	0.09862056	0.108402774	0.1062558	0.10646556	0.102882594	0.09321814
</S>	0.19954135	0.16189893	0.09821314	0.107174516	0.11003128	0.11104624	0.10093899	0.11115558
