 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
a8	0.01813743	0.12597942	0.11113871	0.09809697	0.11862559	0.12569141	0.058349233	0.05627597	0.11568021	0.11323457	0.058790494
a31	9.744173e-08	3.4756845e-06	0.0058364714	0.2917998	0.6340193	0.055745326	0.011614977	0.00024469566	4.509447e-05	0.00033477286	0.0003559909
a20	5.3400345e-06	0.0009837102	0.10167516	0.2738423	0.45110443	0.031114182	0.11794063	0.018042963	0.0012375576	0.0018330349	0.0022207736
a46	1.1296598e-05	0.00019841213	0.0024823854	0.010458956	0.090344615	0.18561941	0.13783188	0.03800265	0.038311783	0.09486463	0.4018739
a10	7.786391e-05	0.00033415333	0.0096101705	0.01984939	0.07222987	0.3388574	0.25930157	0.05507639	0.03842811	0.0795587	0.12667637
a17	0.00033746645	0.0025175512	0.04768826	0.081491955	0.20855992	0.19229388	0.2634484	0.04278284	0.026830329	0.08346634	0.05058301
a31	0.00011853297	0.00045797633	0.008434587	0.023085626	0.07733936	0.24098895	0.48653632	0.08731305	0.026615392	0.024085212	0.025025034
a20	0.00030121178	0.0025975232	0.087053776	0.20399377	0.21242464	0.15151075	0.17916904	0.02070088	0.014903773	0.048043303	0.079301246
a8	0.00022478419	0.0027805245	0.0206708	0.033682793	0.10760613	0.15262108	0.34322423	0.069530025	0.12887281	0.069334224	0.071452625
a20	0.005798018	0.015373442	0.12242577	0.10917389	0.0970783	0.10894466	0.2860914	0.14712404	0.08132279	0.015821775	0.010845924
a31	0.008234597	0.00943995	0.09318628	0.06922138	0.0773485	0.14877556	0.22303207	0.13088967	0.120602585	0.06970629	0.04956313
a39	0.018804422	0.02647078	0.038060457	0.019014217	0.023692934	0.043545652	0.11365203	0.21404628	0.3723373	0.09644051	0.03393545
a31	0.026824826	0.04377281	0.048626136	0.022845099	0.04777037	0.3210176	0.19975863	0.09789494	0.10480002	0.04688735	0.03980227
a33	0.017972665	0.026452772	0.012154606	0.013168937	0.016999505	0.0574861	0.1379396	0.24723439	0.35724804	0.08523959	0.02810378
a31	0.04494478	0.10599648	0.09286727	0.03835659	0.18542387	0.30736807	0.09129889	0.030225303	0.061666556	0.030947212	0.010905013
a18	0.015468787	0.016148811	0.0059352657	0.0067428774	0.010791171	0.105668254	0.20657215	0.25478935	0.25753963	0.08547994	0.034863774
a31	0.048707586	0.13062601	0.06290295	0.018300181	0.0465061	0.28527263	0.23761612	0.08742109	0.036593538	0.017908338	0.028145408
a23	0.059937753	0.070043474	0.012541729	0.009822866	0.01907522	0.16313638	0.20249744	0.2082852	0.18535624	0.046813402	0.022490425
a31	0.029355407	0.12210768	0.35197827	0.09118097	0.11362533	0.13277055	0.081573516	0.037646096	0.017684229	0.007820851	0.014257078
a39	0.13268822	0.15925473	0.030359419	0.019773118	0.041018434	0.107460566	0.114407316	0.1148919	0.11278881	0.09363567	0.073721796
a31	0.091976814	0.25035435	0.26063937	0.069286585	0.06841019	0.07053076	0.0649999	0.04592895	0.023608401	0.016939491	0.037325162
a24	0.19117449	0.15099397	0.05874787	0.047448426	0.06379637	0.08228259	0.08342608	0.0835033	0.0831925	0.079958916	0.07547549
a20	0.2649144	0.3971977	0.086266994	0.031792983	0.03250816	0.034275457	0.034055717	0.03246751	0.028567784	0.026528437	0.03142486
</S>	0.35436633	0.28565687	0.050191816	0.03495629	0.03744552	0.039786413	0.039871193	0.039768357	0.039485905	0.03916465	0.03930669
