 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.014044395	0.06456627	0.022472436	0.032411885	0.033451784	0.09460419	0.1913968	0.33206865	0.21498357
a13	0.00022221131	0.0005615575	0.024470326	0.012690595	0.346299	0.12536258	0.02723412	0.14902104	0.31413856
a20	7.542053e-05	0.0043767313	0.022409344	0.051650457	0.0027433091	0.005670132	0.026062516	0.4125762	0.47443593
a7	0.0013440264	0.0048079505	0.048645347	0.026883041	0.12601264	0.36045587	0.12556638	0.13055183	0.17573297
a36	0.0007088473	0.0019083525	0.05462972	0.029018523	0.11760104	0.5401884	0.094527625	0.07286474	0.08855279
a7	0.00011996195	0.0011170028	0.18017724	0.066846326	0.22400679	0.3766277	0.041798186	0.048573058	0.06073381
a31	0.0006806693	0.0013517557	0.24682876	0.14157513	0.123043194	0.23834105	0.13638447	0.061906837	0.049888153
a37	0.003487334	0.006961228	0.098659866	0.0563849	0.09914657	0.4696495	0.13839296	0.05129215	0.076025486
a31	0.00055834546	0.0012907111	0.1977848	0.09772195	0.14894879	0.37229937	0.057838295	0.04350079	0.080056906
a37	0.012430172	0.022107631	0.040432386	0.030822825	0.11488319	0.56731683	0.07480213	0.043613978	0.09359072
a41	0.00057793065	0.0020550264	0.098267995	0.07212556	0.17574555	0.4523424	0.06745035	0.06441709	0.06701819
a21	0.0014576287	0.0054778205	0.078155965	0.054300137	0.19093572	0.48933503	0.06815468	0.057723418	0.054459557
a31	0.0012261154	0.005776912	0.06174987	0.0448908	0.26262662	0.41046527	0.08280101	0.07457782	0.055885617
a39	0.021644913	0.03316591	0.009881698	0.017231273	0.09870306	0.43561295	0.26303098	0.09828787	0.022441348
a13	0.0023696674	0.008389639	0.06915613	0.10120749	0.23568098	0.25947765	0.07299358	0.18163171	0.06909311
a31	0.017523274	0.07737001	0.02128761	0.05802178	0.15428917	0.23483028	0.17438227	0.22192864	0.040366977
a20	0.025681067	0.059431553	0.00837272	0.016362002	0.1326242	0.32411954	0.2746358	0.14107572	0.017697448
a31	0.008306028	0.04981042	0.066203915	0.25261587	0.19893429	0.12692176	0.0702315	0.18165728	0.045319006
a35	0.047107227	0.16041443	0.008733013	0.029421262	0.15787052	0.2257904	0.20858075	0.14507973	0.017002763
a31	0.0040299385	0.030300414	0.29894173	0.37256092	0.08627258	0.056811545	0.036556877	0.0949893	0.01953672
a26	0.0951013	0.30323198	0.014065459	0.055462893	0.11119084	0.13072726	0.13158406	0.12380763	0.034828685
a9	0.0065446817	0.07083203	0.35075185	0.37647983	0.062612504	0.040169492	0.026421342	0.05697694	0.009211314
a33	0.0546101	0.29551744	0.16686468	0.27022532	0.057115413	0.042638417	0.03791985	0.042889398	0.03221938
a31	0.05991444	0.25506157	0.08699195	0.22433199	0.078987114	0.07481545	0.070514634	0.07598739	0.07339555
a39	0.05595381	0.08714664	0.0066276644	0.04039799	0.12715848	0.16811064	0.17649527	0.17592826	0.16218126
a24	0.08553058	0.22256443	0.069455534	0.15625738	0.077436276	0.09488052	0.09357716	0.104566835	0.09573125
a37	0.09707295	0.3647361	0.017740855	0.05827663	0.08489265	0.09448448	0.09594347	0.09611858	0.09073425
a7	0.10437047	0.4385495	0.018623756	0.050419938	0.072886795	0.07909236	0.07950604	0.08037314	0.076177955
a17	0.13002925	0.45238867	0.0261712	0.05468808	0.06361765	0.06866936	0.06946397	0.07013147	0.064840354
a24	0.12749998	0.42015955	0.049007244	0.06686446	0.061915763	0.06844762	0.07026461	0.07082974	0.06501104
a34	0.16641477	0.44706053	0.021883897	0.04926169	0.06105813	0.06395104	0.06443036	0.06426982	0.06166979
a37	0.15167254	0.12229354	0.02321785	0.066612214	0.12242494	0.13052715	0.13162893	0.13075314	0.12086971
a31	0.11085341	0.3814413	0.038052186	0.07995474	0.0723779	0.07861733	0.07917381	0.0805863	0.078943096
a37	0.25541118	0.13898416	0.03131499	0.06893087	0.10046193	0.10444056	0.104931556	0.10409532	0.09142941
a41	0.13528517	0.4782874	0.061694466	0.072834715	0.050235566	0.05064135	0.049422882	0.0517426	0.049855847
a31	0.36138734	0.3723878	0.036127	0.0412962	0.037665218	0.037925817	0.03794941	0.038044278	0.037217036
a28	0.3902628	0.12751292	0.03751008	0.062248632	0.076783575	0.07823037	0.078382716	0.077949464	0.07111933
a20	0.1747777	0.4836401	0.07557204	0.06490409	0.040300477	0.040259145	0.03951647	0.04113117	0.039898787
a17	0.37944734	0.3352273	0.041818954	0.044031586	0.039873876	0.03993621	0.039940324	0.039981253	0.0397432
a31	0.31128106	0.3928025	0.046731118	0.047177203	0.040307876	0.040410105	0.040443957	0.04049714	0.04034903
a24	0.35802028	0.12520297	0.04877992	0.06950834	0.07904062	0.08002054	0.080160476	0.08007062	0.07919621
a20	0.20959878	0.45132244	0.054404244	0.056707796	0.045278367	0.04560599	0.04556443	0.0458412	0.045676768
</S>	0.4045108	0.3276903	0.038831867	0.04125644	0.037529394	0.037556175	0.037566133	0.03759115	0.03746781
