 	la	pasta	vuole	sale	</S>
a8	0.102294505	0.532565	0.025119657	0.12582007	0.21420072
a31	0.0027619014	0.18142079	0.124118075	0.3137634	0.37793583
a28	0.032640614	0.44911227	0.07414803	0.018706784	0.42539227
a20	0.041434072	0.22106962	0.024919346	0.11256715	0.60000986
a31	0.0010264739	0.023795385	0.021458913	0.16187175	0.79184747
a11	0.00437543	0.0056537474	0.0009594862	0.032358874	0.95665246
a18	0.002333063	0.017796168	0.034412354	0.33826554	0.60719293
a15	0.006684432	0.107281074	0.06627921	0.31696275	0.50279254
a31	0.014225295	0.2286189	0.26373568	0.24771988	0.24570024
a20	0.34195635	0.39196143	0.045770228	0.08719657	0.13311546
a6	0.019790707	0.33820704	0.41261247	0.112405494	0.11698426
a20	0.046150852	0.54341173	0.32016712	0.04958011	0.04069017
a21	0.21894324	0.44001663	0.28326768	0.033277784	0.024494665
a20	0.27905342	0.45899358	0.21198109	0.029791879	0.02017993
a0	0.51977575	0.2969846	0.114744365	0.034695376	0.033799928
a31	0.6017402	0.2460195	0.08116236	0.035448354	0.03562961
a39	0.24440628	0.17880394	0.20014553	0.18463257	0.19201165
a31	0.6200029	0.17972565	0.08385851	0.059543923	0.056869034
a35	0.24438132	0.1931579	0.19037084	0.18569931	0.18639058
</S>	0.6204924	0.18054637	0.08334311	0.059094835	0.056523394
