 	può	che	sono	ancora	svegli	</S>
a31	0.013173337	0.18366353	0.0827396	0.13044204	0.29154018	0.29844132
a7	5.804825e-06	0.0006738681	0.025786214	0.23691018	0.4112983	0.32532558
a31	6.6308285e-06	0.002560205	0.07392323	0.22503093	0.26689258	0.43158638
a7	0.00035755726	0.0026378743	0.030304283	0.16841294	0.48494714	0.31334022
a31	0.00018167174	0.0008131099	0.026285876	0.1529187	0.53320354	0.2865971
a37	0.0041573057	0.009307728	0.04265538	0.06243859	0.5958094	0.28563157
a31	0.0034166023	0.008299253	0.054641612	0.03009004	0.6062727	0.29727983
a39	0.045719683	0.15764876	0.02892538	0.02660186	0.46466267	0.27644163
a31	0.0014105635	0.005796689	0.06114381	0.1292335	0.5728473	0.22956817
a20	0.00874674	0.0159801	0.013501816	0.07348393	0.41699427	0.4712932
a31	0.004226737	0.038531687	0.09907092	0.111741036	0.4292509	0.31717876
a46	0.0050590103	0.014762131	0.024887554	0.16373298	0.38111198	0.41044635
a8	0.018559838	0.1056323	0.30677858	0.17577475	0.25001696	0.14323759
a46	0.0876548	0.4358731	0.16365705	0.093597524	0.11247888	0.106738515
a8	0.09880912	0.28489083	0.10101832	0.16115054	0.17561358	0.17851762
a31	0.0770853	0.37161815	0.1154302	0.1399874	0.14710116	0.14877781
a20	0.0065727727	0.04245655	0.077906996	0.25649104	0.30229467	0.31427795
</S>	0.08456362	0.25447777	0.13052629	0.17145157	0.17889863	0.18008214
