 	la	casa	la	costruisce	il	mastro	</S>
a20	0.24871609	0.1808839	0.07753721	0.041516535	0.079275794	0.06985743	0.3022131
a17	0.00022958693	0.0014441385	0.003201916	0.0004562965	0.009675504	0.2155602	0.7694323
a10	0.008108362	0.010606623	0.0072954134	0.00787952	0.11881597	0.83069736	0.016596742
a24	0.000714023	0.00092990685	0.0003859337	0.0003451491	0.20469019	0.6350959	0.157839
a46	0.0007692159	0.0009522766	0.00035159886	0.0004084124	0.021978673	0.12992615	0.8456137
a8	0.00079882616	0.0013312481	0.0006973841	0.0019878033	0.02782213	0.21478364	0.752579
a14	0.0012608982	0.003617783	0.0017872982	0.003709469	0.01918242	0.19050929	0.7799328
a31	0.17650546	0.06752451	0.08720405	0.27801594	0.15743428	0.12893283	0.10438292
a20	0.35383555	0.1548694	0.07277297	0.05201842	0.071258776	0.056862105	0.23838276
a41	0.09636041	0.03873351	0.03415506	0.101553105	0.094833374	0.11488176	0.51948273
a29	0.18459001	0.07296928	0.08731548	0.25223103	0.17343108	0.08207882	0.1473843
a31	0.2297631	0.08746861	0.10795021	0.27037776	0.17277065	0.058154408	0.07351532
a30	0.37003532	0.21309856	0.11073029	0.091282345	0.09157409	0.03771931	0.085560024
a31	0.23109558	0.21448316	0.19722515	0.1573355	0.10117177	0.055770997	0.042917825
a28	0.2901252	0.17452948	0.12104302	0.1106121	0.11520984	0.07751867	0.11096182
a31	0.27084702	0.2729536	0.18550447	0.11086869	0.07836721	0.049113493	0.032345533
a17	0.32336316	0.16061677	0.10513153	0.09965659	0.10984432	0.09766142	0.10372633
a20	0.3645933	0.2755367	0.14993905	0.08063281	0.06361328	0.039008293	0.026676541
a31	0.45406118	0.2065335	0.0965394	0.0702305	0.06400831	0.05583831	0.05278876
a20	0.2508212	0.14857094	0.11384552	0.113566406	0.12711923	0.122631416	0.12344528
a29	0.4307611	0.27490103	0.1173588	0.063871406	0.050781697	0.034920428	0.027405541
a31	0.46312356	0.21668729	0.09611626	0.06669192	0.05933841	0.050993245	0.047049362
</S>	0.24209148	0.14326385	0.109868504	0.11278911	0.1327962	0.12956987	0.12962103
