 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.086552076	0.5345233	0.06978453	0.023185685	0.05140801	0.06021921	0.17432718
a8	4.507258e-06	9.906751e-05	0.074107386	0.71498305	0.1966134	0.0065375804	0.0076550096
a20	0.00038271994	0.005308437	0.288529	0.46881813	0.2174874	0.0013313546	0.018142981
a8	0.05618654	0.17022732	0.3055918	0.33697072	0.07322427	0.006151643	0.051647756
a31	0.010079244	0.10025659	0.089091174	0.12217592	0.03653332	0.52617735	0.1156864
a37	0.0013453386	0.01177558	0.101019755	0.08812503	0.012924672	0.6923504	0.092459194
a10	0.0016084751	0.03084587	0.12744999	0.056433503	0.007814879	0.7035897	0.072257586
a31	0.00081241684	0.017397445	0.10355309	0.03925416	0.008147808	0.77690375	0.05393135
a21	0.00038736284	0.007980689	0.0643725	0.025823427	0.008241786	0.8388991	0.054295193
a31	0.00010259644	0.0044581993	0.10284836	0.060127463	0.054827455	0.72707665	0.050559253
a10	0.015380727	0.16046478	0.03556434	0.02647635	0.14117873	0.54556906	0.075366005
a17	0.0031036441	0.081632264	0.1100191	0.17440261	0.2696192	0.27724504	0.08397812
a20	0.0050193164	0.093590975	0.18227421	0.2704299	0.16146168	0.17979057	0.10743344
a31	0.067294784	0.26336446	0.0970334	0.15480982	0.15072404	0.13830106	0.12847239
a39	0.128139	0.072197415	0.08575536	0.14437838	0.18697248	0.20001988	0.1825375
a31	0.07778806	0.40325466	0.15776084	0.14831458	0.08210981	0.06712635	0.06364565
a8	0.3982957	0.16554107	0.086844206	0.091355264	0.079725415	0.08900461	0.08923375
a39	0.22176515	0.41028708	0.13231294	0.11375585	0.054136593	0.03437713	0.033365376
a8	0.51387674	0.25177982	0.050419103	0.050048977	0.045977484	0.04406692	0.043830868
</S>	0.34626055	0.44289085	0.0594001	0.053901404	0.037220657	0.03042187	0.029904615
