 	ho	finito	di	scrivere	</S>
a38	0.2534982	0.090024024	0.21786447	0.14695436	0.2916589
a31	0.0018343835	0.0018110103	0.9898032	0.0060598683	0.00049149885
a15	3.3720098e-05	0.00026163534	0.99701107	0.0026882035	5.3212134e-06
a18	0.5163144	0.1481927	0.026887039	0.10184203	0.2067639
a31	0.3415662	0.35340455	0.0757405	0.042803057	0.18648578
a37	0.10296485	0.3647258	0.3335266	0.06186797	0.13691482
a31	0.029540125	0.1053023	0.04704912	0.010165076	0.8079434
a0	0.05218933	0.09164633	0.01424971	0.009634556	0.83228004
a31	0.06576014	0.29651514	0.07151278	0.030820157	0.53539175
a18	0.41691464	0.19342272	0.052832257	0.17022905	0.16660126
a31	0.40102756	0.1894779	0.12540433	0.13328917	0.15080096
a39	0.21450604	0.20250268	0.17747563	0.20340464	0.20211104
a20	0.3343314	0.18357766	0.16576004	0.14857244	0.16775845
a31	0.22083762	0.1998781	0.1866348	0.19639307	0.1962564
a8	0.2060791	0.2014305	0.18903704	0.2019922	0.20146123
a20	0.31152663	0.18739744	0.16954377	0.16178752	0.1697447
a31	0.21350822	0.20093502	0.18672524	0.19964989	0.19918166
</S>	0.20418333	0.2017437	0.18886212	0.20291069	0.20230012
