 	cosa	fa	Anna	il	sabato	mattina	</S>
a46	0.15093684	0.17683063	0.124125764	0.02483761	0.05418342	0.21602032	0.2530654
a31	1.6388394e-05	9.027847e-05	0.09415194	0.701454	0.083885215	0.020572862	0.09982928
a6	0.00049516413	0.016827347	0.18153925	0.4666858	0.1959907	0.10000216	0.038459487
a31	6.70462e-05	0.0003016038	0.014863536	0.35107046	0.032126095	0.45622107	0.1453501
a37	1.8097551e-05	4.077261e-05	0.004598886	0.3586755	0.05741381	0.4306348	0.14861816
a31	0.00022830785	0.0004922684	0.01706049	0.4126726	0.15151061	0.26181006	0.15622558
a17	0.00022922968	0.0003521456	0.025600506	0.49677762	0.103094704	0.26858222	0.10536364
a31	8.314694e-05	0.00021803858	0.0071272794	0.33043936	0.0372171	0.20814925	0.41676584
a17	0.003269307	0.005827025	0.25935683	0.35274914	0.110046506	0.19027355	0.078477666
a31	0.00053737767	0.0007108663	0.06583631	0.20548053	0.049581006	0.38036785	0.29748607
a8	0.028335793	0.08915748	0.6175254	0.051998544	0.039969478	0.07682469	0.096188605
a31	0.0007072902	0.001373395	0.08203583	0.107413046	0.02920796	0.36333692	0.41592556
a28	0.04253449	0.07761609	0.22292772	0.024202025	0.04989821	0.07195052	0.51087093
a0	0.0005652774	0.0012723352	0.037333958	0.04603178	0.024112018	0.30552927	0.58515537
a41	0.012381859	0.020325266	0.18519792	0.04264767	0.05064188	0.33747074	0.35133466
a39	0.027967116	0.09721201	0.24820785	0.021980885	0.0350611	0.09679203	0.47277898
a31	0.030509206	0.048483167	0.12204439	0.019458411	0.08260803	0.13369943	0.56319743
a39	0.035896298	0.07918804	0.0385995	0.023208287	0.048338592	0.1286325	0.6461368
a31	0.021117209	0.029750632	0.10859769	0.035177715	0.12982006	0.23135203	0.4441847
a18	0.05504603	0.19564484	0.038529824	0.0203495	0.05046502	0.1918439	0.4481209
a31	0.030811701	0.09210947	0.15759644	0.043544713	0.11047614	0.24358691	0.32187468
a18	0.08062521	0.25999492	0.028339436	0.018617388	0.06808594	0.21114711	0.33318996
a31	0.0745664	0.17025599	0.17378493	0.058730133	0.118083	0.19053443	0.21404512
a39	0.13300392	0.36119407	0.022023147	0.019576998	0.07998319	0.16874956	0.21546914
a41	0.086294204	0.13837728	0.23010778	0.1059673	0.11166278	0.15526368	0.172327
a8	0.29181206	0.46734363	0.027405871	0.0118527915	0.04230665	0.07323107	0.08604799
a31	0.119142696	0.5151794	0.17490092	0.02855217	0.049400773	0.053763207	0.05906085
a46	0.14581062	0.31293985	0.019480111	0.026785688	0.101494625	0.17726469	0.2162245
a8	0.15328103	0.45243573	0.24160852	0.032141954	0.039004236	0.039788548	0.041739896
</S>	0.24176535	0.51656204	0.1294363	0.018914038	0.028870074	0.031528223	0.03292403
