 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.08034817	0.12248619	0.14287838	0.030020941	0.011950141	0.018980468	0.027721016	0.5656147
a39	0.26197788	0.0013092955	0.0021230115	0.0005741164	0.002158055	0.008999317	0.15700036	0.56585795
a41	0.00028136885	1.2580874e-05	4.2681513e-05	0.00047785442	0.0012312873	0.02462227	0.11414249	0.8591895
a39	0.010651717	0.0007386413	0.0015252468	0.0021988787	0.01743349	0.07364651	0.57272357	0.32108197
a20	0.008138036	8.21637e-05	0.00053154054	0.0070599304	0.042615704	0.1769724	0.37046695	0.3941333
a0	0.025197435	0.0014533708	0.0020674993	0.0036455041	0.014239851	0.02923528	0.33690655	0.58725446
a31	0.013660895	0.00028130194	0.0010450619	0.011741955	0.029719258	0.058444146	0.2966304	0.588477
a13	0.20971507	0.16989563	0.10177724	0.04096746	0.037642393	0.021412713	0.11022684	0.30836263
a17	0.05155207	0.0113106705	0.015053241	0.07323352	0.073304795	0.13119213	0.17107384	0.4732798
a31	0.04404307	0.013856838	0.044884942	0.17249334	0.17217712	0.20639355	0.08810972	0.2580414
a3	0.12135329	0.32548752	0.2936942	0.0916958	0.048851937	0.028817724	0.018906156	0.0711934
a46	0.027984768	0.006999882	0.024055822	0.1375424	0.14819352	0.24486353	0.21337953	0.19698054
</S>	0.018108197	0.009210753	0.030590544	0.26884776	0.31599557	0.25268775	0.044145174	0.060414273
