 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.0368769	0.06333674	0.1382183	0.1037892	0.013992968	0.017849177	0.003316048	0.012465273	0.09881257	0.2939243	0.21741846
a31	1.3018196e-05	0.00027957826	0.061138462	0.12445025	0.11522348	0.18856189	0.023411581	0.02062931	0.1808278	0.0952554	0.19020924
a20	0.004429883	0.011295162	0.24879676	0.13001396	0.37239343	0.17660007	0.00012148886	0.0003966064	0.012729557	0.0278194	0.015403727
a31	5.654068e-06	0.0017534146	0.01962113	0.15817973	0.3630403	0.30546635	0.0005123354	0.00080329826	0.020575754	0.05520612	0.07483591
a7	2.5959996e-05	0.0002656427	0.022021724	0.06630721	0.23817216	0.5893586	0.02186708	0.02244462	0.023568895	0.011616515	0.004351493
a31	0.0001997396	0.0029377649	0.02371512	0.06384205	0.21759802	0.43472585	0.03817236	0.020821199	0.057042547	0.03106112	0.109884255
a24	0.00024905047	0.0020663752	0.016732207	0.06048425	0.21526079	0.25962165	0.13839464	0.0942583	0.14437778	0.028470913	0.040084083
a37	0.00011912706	0.00026489195	0.004113871	0.05736544	0.074152976	0.019940156	0.05288503	0.27508247	0.3292127	0.11056276	0.07630056
a31	6.297682e-05	0.0006156413	0.009010945	0.15292661	0.11497319	0.014004503	0.07813811	0.16978781	0.29304773	0.10988535	0.057547122
a11	8.2471575e-05	0.0018390792	0.016912954	0.0596037	0.05105755	0.026295515	0.031832416	0.20371959	0.41663158	0.118902266	0.073122896
a31	6.045201e-05	0.011049462	0.05381487	0.094654165	0.10719934	0.018518701	0.037311967	0.16452861	0.21120049	0.1779216	0.12374038
a3	0.0021111057	0.012396777	0.00933216	0.004041398	0.005738542	0.0028501411	0.011830531	0.3599451	0.273648	0.232219	0.0858872
a27	0.00016273347	0.015592005	0.04023032	0.068138294	0.060276408	0.023172962	0.059720468	0.2260569	0.2122118	0.16970906	0.12472909
a20	0.0029943907	0.02259622	0.01336822	0.005112386	0.008288524	0.006360538	0.016434476	0.26104566	0.29530123	0.2551153	0.11338306
a31	0.0035439935	0.09421191	0.07750326	0.053317375	0.06594713	0.03990797	0.11003045	0.20818193	0.096993804	0.11324983	0.1371123
a20	0.032491583	0.022133341	0.0047980784	0.0044151754	0.008169688	0.008364798	0.039258994	0.32880682	0.22400022	0.22966327	0.09789803
a11	0.008686601	0.12703514	0.06616001	0.053412914	0.057247102	0.07508717	0.1254192	0.15656108	0.08623034	0.10348451	0.14067598
a13	0.03170933	0.13015847	0.033297267	0.012501535	0.010957865	0.012254871	0.07375073	0.2082868	0.17394386	0.18524565	0.12789369
a28	0.06636344	0.2008198	0.054453164	0.020127105	0.018007165	0.044812717	0.07775413	0.16549797	0.11837966	0.13287614	0.10090865
a31	0.11646116	0.21946408	0.030367963	0.013521917	0.011470169	0.032585103	0.07905312	0.16024944	0.117624454	0.13049999	0.08870263
a39	0.09786969	0.048191685	0.009120887	0.011650338	0.008075943	0.016509589	0.10842778	0.18647476	0.17839967	0.18049431	0.15478536
a31	0.1475332	0.3622499	0.09697412	0.037775576	0.027062356	0.061054397	0.050838217	0.0627433	0.051889975	0.05526884	0.046610143
a8	0.32915178	0.110248886	0.019946393	0.024541317	0.011805118	0.03151035	0.08541484	0.09902099	0.09763449	0.097756915	0.092968926
</S>	0.10294499	0.4270379	0.21087757	0.047428343	0.03447601	0.05331383	0.02581582	0.024943927	0.023887346	0.024251858	0.025022361
