 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.5744657	0.17278683	0.00096907344	3.58206e-05	0.0011620523	0.25058046
a31	0.007194663	0.3404141	0.16382545	0.12990189	0.02375489	0.33490902
a8	0.005234834	0.9691253	0.0023770498	0.00010205736	8.288956e-05	0.023078013
a31	0.026068091	0.8178104	0.006517057	7.9578014e-05	0.0003812964	0.14914358
a15	0.0021139486	0.12875748	0.00047912507	2.5546402e-05	0.0021331357	0.8664908
a13	0.0036932437	0.01825868	0.007860904	0.0005523638	0.00465893	0.9649759
a24	0.010730573	0.079129346	0.03634679	0.043492824	0.040716995	0.78958344
a31	0.056250047	0.74648774	0.05934841	0.017018124	0.01716248	0.10373325
a18	0.15348457	0.7883672	0.019443154	0.00031341813	0.0049884273	0.033403207
a31	0.17379425	0.65785724	0.03497562	0.009502813	0.022497782	0.10137233
a20	0.220652	0.75815463	0.006457347	0.000110543784	0.003169048	0.011456453
a11	0.24452852	0.45231438	0.035281196	0.013003015	0.03638108	0.21849185
a8	0.37083218	0.5835311	0.023477066	0.001512832	0.0044175964	0.01622915
a31	0.23425044	0.36693692	0.28125447	0.0555807	0.024052002	0.037925523
a8	0.68641907	0.17340006	0.06408104	0.0322769	0.019589068	0.02423388
a31	0.25912705	0.11305836	0.47416395	0.08358308	0.025102366	0.04496516
</S>	0.7004439	0.029946616	0.06841369	0.078203045	0.056146264	0.06684648
