 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.053056765	0.03570484	0.021665167	0.012157023	0.06651992	0.02791366	0.005233619	0.052778095	0.3264074	0.39856344
a20	6.3122076e-05	0.0012817163	0.2661723	0.017645398	0.012183204	0.021749588	0.005606369	0.013776531	0.04057764	0.62094414
a31	1.3022187e-05	3.5380372e-06	0.017051626	0.0009429882	0.043790925	0.36864492	0.024017584	0.024260012	0.26303852	0.25823689
a29	6.069396e-06	8.125089e-06	0.0023544987	0.00027363087	0.004598074	0.6581866	0.103183486	0.11207963	0.0606397	0.058670077
a15	5.517234e-05	1.782974e-05	0.0007716899	0.00028559676	0.005582195	0.026141936	0.006305616	0.059420038	0.20358826	0.6978317
a31	3.9519637e-05	1.8408507e-05	0.0007823556	0.00017663481	0.016841244	0.035556518	0.007746481	0.020473475	0.30352587	0.61483955
a18	4.944503e-05	0.00021922641	0.0042997277	0.00076246343	0.005769442	0.017787833	0.007833475	0.042259376	0.34173164	0.57928735
a46	0.00022757576	0.00040434767	0.0024338586	0.0005629015	0.0045064148	0.005758919	0.003967677	0.010749221	0.20142464	0.76996446
a31	0.002920244	0.001747623	0.007542502	0.006742177	0.0076823505	0.0025300286	0.0008869725	0.026257468	0.37167886	0.5720118
a37	0.2023789	0.05133588	0.02962904	0.10800028	0.04678163	0.007867133	0.013214052	0.090936854	0.20043932	0.24941696
a31	0.009766428	0.04684976	0.06103081	0.05122213	0.06265007	0.013948171	0.0035660441	0.023232337	0.29289395	0.43484035
a41	0.11527134	0.061918635	0.017324612	0.14470349	0.05546509	0.009058556	0.019503567	0.11897559	0.204109	0.25367013
a31	0.0011294746	0.014106638	0.15893474	0.037114114	0.14132094	0.033786666	0.010226384	0.0377766	0.26127005	0.3043344
a3	0.04916054	0.09592562	0.029213673	0.37353617	0.11524036	0.014183506	0.026360206	0.08564001	0.10377475	0.106965214
a31	0.001327576	0.016234968	0.36888438	0.06700007	0.14370915	0.059889182	0.01869496	0.048795726	0.13678837	0.1386756
a23	0.040693764	0.17839685	0.06283089	0.3371073	0.11658875	0.028159427	0.03850178	0.062994204	0.06729825	0.06742879
a29	0.0045119757	0.016469592	0.41640663	0.17373018	0.1525943	0.057617567	0.025795316	0.04183297	0.055924162	0.055117346
a46	0.10722216	0.275319	0.10888075	0.3003921	0.1118009	0.015019877	0.015021166	0.021037763	0.0224966	0.02280959
a23	0.036590476	0.035241783	0.159942	0.34403303	0.25084636	0.04516348	0.030392833	0.03223732	0.03260395	0.032948785
</S>	0.03986427	0.022653664	0.17822464	0.25991002	0.32290107	0.054500572	0.029689096	0.030530559	0.03073183	0.030994317
