 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.054285344	0.3194494	0.014144495	0.004830972	0.0120389685	0.20168798	0.15950602	0.23405677
a31	2.1160354e-06	0.011094321	0.0045601176	0.004026376	0.0013273825	0.00790511	0.6887231	0.2823615
a39	0.00037667694	0.41030648	0.19302762	0.10437238	0.023055838	0.036863014	0.048238907	0.18375908
a21	0.00024993686	0.016179051	0.042928785	0.17865053	0.08482166	0.05505635	0.14578404	0.47632965
a31	0.00031395265	0.014057044	0.019920167	0.012808265	0.0074297213	0.010819103	0.68835425	0.24629754
a37	0.0006392943	0.0445375	0.03754105	0.034414828	0.015381476	0.019783234	0.3795969	0.4681057
a31	0.0015578244	0.018299073	0.037080493	0.03242758	0.021175656	0.02333529	0.536983	0.32914108
a41	0.0005253135	0.026883947	0.026829315	0.02209636	0.011743987	0.023240704	0.5413516	0.3473288
a10	0.0005537818	0.0037043798	0.029575847	0.023669094	0.032242905	0.083061025	0.5231556	0.30403736
a31	0.004216597	0.046837945	0.22647244	0.07682517	0.03614451	0.066774376	0.19447811	0.34825087
a46	0.0134184575	0.16045713	0.15200704	0.06160176	0.03903283	0.030809622	0.3095814	0.2330918
a20	0.0022341558	0.023658577	0.07044821	0.026882466	0.030637447	0.124990106	0.35978153	0.36136746
a13	0.018566499	0.17968524	0.27294043	0.07497098	0.07005613	0.06563877	0.17256512	0.14557683
a31	0.009018242	0.11445647	0.32745528	0.146807	0.10140609	0.058911856	0.14175062	0.10019448
a39	0.08544597	0.05360388	0.112842254	0.10249938	0.100368	0.07373127	0.27152032	0.19998898
a16	0.016943289	0.17468303	0.19753674	0.16768947	0.1442222	0.12127968	0.094514154	0.08313146
a13	0.12976861	0.25655916	0.15209123	0.14381346	0.12260963	0.055490844	0.07400695	0.065660134
a31	0.09420148	0.24205554	0.16773158	0.18527174	0.14475536	0.04979232	0.061900206	0.054291755
a37	0.24291076	0.06411707	0.11261011	0.11784973	0.114906736	0.095560394	0.12724015	0.12480505
a31	0.22120705	0.28280944	0.12114721	0.13259159	0.104797184	0.04755726	0.046100933	0.04378933
a8	0.46819362	0.071880795	0.07799938	0.07901566	0.07796502	0.07229976	0.07697091	0.0756749
</S>	0.2586889	0.22277334	0.11125604	0.16518964	0.14074385	0.048573583	0.02664213	0.02613251
