 	dovevo	comprare	il	pane	ogni	giorno	</S>
a31	0.05018279	0.2639178	0.17605278	0.1990686	0.118055426	0.04108671	0.15163592
a28	0.0005745736	0.007209943	0.53318465	0.41276824	0.009804554	0.023269309	0.013188758
a11	1.2163047e-05	0.0015263592	0.08186036	0.06908454	0.002400444	0.05481113	0.790305
a31	7.9273e-05	0.0019963044	0.06724994	0.6339507	0.19720328	0.05372781	0.045792647
a37	0.0003361778	0.0073566097	0.14145559	0.59587806	0.02227142	0.10431057	0.12839158
a31	3.1886702e-05	0.0012811485	0.09533199	0.4015924	0.25808066	0.19370206	0.049979907
a20	0.0012799847	0.027973797	0.26919988	0.22974472	0.09331316	0.2922728	0.08621566
a46	2.2170027e-05	0.00074486976	0.057425346	0.0820424	0.33133736	0.44443926	0.08398863
a31	1.5797685e-05	0.0009135181	0.06186628	0.08918537	0.35267174	0.41506726	0.08028004
a20	0.017229851	0.017170241	0.020756664	0.015846716	0.19341114	0.47529995	0.26028547
a0	0.00047504876	0.0028342055	0.038294192	0.035000924	0.22526395	0.37500212	0.3231296
a31	0.0046232403	0.02686026	0.09573544	0.042522475	0.25805664	0.33131275	0.24088922
a20	0.06885632	0.052989885	0.017655455	0.016782362	0.24733007	0.32399932	0.27238655
a15	0.015548588	0.067035735	0.15901206	0.06615549	0.232597	0.24094173	0.21870938
a31	0.06723346	0.27708334	0.19801232	0.04872162	0.14024876	0.13705243	0.13164802
a18	0.23473631	0.16056521	0.017302783	0.025085812	0.18074709	0.19429725	0.18726557
a31	0.12939015	0.3464477	0.22350858	0.04597385	0.08976281	0.08390386	0.08101308
a20	0.4156293	0.22656542	0.01642556	0.030127905	0.10191323	0.10598795	0.10335063
a18	0.14794298	0.3941032	0.26523918	0.040679466	0.053536654	0.049931448	0.048567116
a46	0.40470475	0.4153068	0.04558963	0.021109955	0.038039215	0.037708294	0.037541375
a8	0.19251317	0.5142348	0.12920238	0.036109217	0.043506548	0.04245942	0.041974522
a20	0.20675823	0.52408177	0.1223846	0.030540498	0.039560124	0.038409155	0.03826562
a31	0.2867197	0.3284763	0.047459617	0.058489673	0.09432029	0.093477465	0.09105692
a46	0.31352943	0.10069227	0.034825142	0.07348728	0.15937643	0.15989529	0.1581941
a31	0.25445074	0.46845487	0.083340645	0.04575287	0.049999595	0.049400963	0.048600394
a24	0.51248384	0.117123775	0.037308197	0.060512267	0.090784945	0.091009974	0.09077698
a31	0.352795	0.4163297	0.05064186	0.039066173	0.04740949	0.047118668	0.04663914
</S>	0.56125677	0.11048028	0.03630919	0.055692803	0.078621574	0.07887903	0.07876041
