 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.013329576	0.056404736	0.37436682	0.16073056	0.017447228	0.017592993	0.07183847	0.2882896
a20	2.7518645e-05	0.0011443376	0.02785289	0.5524367	0.3410427	0.05010859	0.015792642	0.011594681
a31	1.3336844e-06	1.9227404e-05	0.0024312765	0.2113427	0.2567443	0.03942881	0.18948089	0.30055147
a20	1.0436173e-06	0.00010071443	0.00340099	0.8631899	0.073423214	0.021954944	0.018951606	0.018977549
a31	1.2608611e-05	0.00027709745	0.0034757645	0.25544122	0.23029372	0.23665647	0.050865002	0.22297812
a20	1.5706528e-06	0.000100690355	0.0029302454	0.7279751	0.0991651	0.093850024	0.037253004	0.038724255
a31	7.9083875e-05	0.0007265139	0.0055589527	0.45753178	0.18655299	0.20840448	0.05753511	0.083611034
a35	0.003370224	0.008973271	0.03122674	0.39035416	0.19045328	0.16150895	0.14118288	0.07293043
a31	0.0006199118	0.0027633011	0.011346089	0.54239047	0.16575451	0.10610121	0.0785067	0.092517786
a15	0.100233346	0.03543514	0.04483841	0.03976769	0.20801003	0.2926984	0.2004618	0.07855514
a18	0.0006804279	0.0020974572	0.011134206	0.6049252	0.16192211	0.05603291	0.074213706	0.08899397
a31	0.013618845	0.038467478	0.12962449	0.33215496	0.18333371	0.04997612	0.12750949	0.12531495
a20	0.14470431	0.07410083	0.04862201	0.02288184	0.18109632	0.26464802	0.17635849	0.08758816
a7	0.0017205685	0.011060732	0.07412597	0.4662966	0.26061007	0.035023108	0.07434841	0.076814495
a31	0.0041261474	0.022688229	0.15950267	0.36842808	0.20755984	0.052972123	0.097619064	0.08710386
a7	0.11512326	0.09010089	0.07915362	0.032042682	0.18003833	0.22621872	0.17314811	0.104174346
a6	0.0014094055	0.01227125	0.12599213	0.48204497	0.21304661	0.031542134	0.06428535	0.069408216
a20	0.0027283207	0.02628861	0.2116004	0.38065737	0.16618685	0.0607017	0.07802478	0.073811956
a3	0.017455397	0.19795947	0.41500753	0.1123171	0.08936017	0.054629046	0.05800001	0.05527121
a7	0.007130825	0.09418459	0.43269828	0.21623187	0.10422878	0.04694036	0.05094628	0.04763902
</S>	0.052312214	0.1941119	0.45309186	0.082959495	0.066611275	0.054727137	0.05080177	0.045384325
