 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.082099564	0.64427686	0.05887356	0.0071887914	0.00019288025	9.416059e-07	0.014608071	0.083571896	0.10918743
a28	4.1555435e-05	0.0010158655	0.10878428	0.0043978402	0.0005342165	0.0005328346	0.004080445	0.09904912	0.7815639
a37	6.453057e-07	3.5747522e-05	0.016806705	0.063060746	0.0030501948	0.003164516	0.0017455845	0.041242518	0.8708933
a31	0.11894427	0.48812145	0.23879103	0.05383608	0.00045115378	2.227259e-05	0.0032433793	0.016980097	0.07961026
a11	0.0027115825	0.05254728	0.3553386	0.16156292	0.001305339	0.00014971074	0.016703479	0.06660931	0.3430718
a31	0.004963609	0.016800338	0.31895292	0.33666688	0.0004047393	3.2217846e-05	0.0071155084	0.098369434	0.21669436
a20	0.012735742	0.13537212	0.430577	0.12878798	0.00230843	0.00032313974	0.008453168	0.037237737	0.24420464
a31	0.014201229	0.056653973	0.46699834	0.22820276	0.000544124	2.3757815e-05	0.004766625	0.07881198	0.14979725
a39	0.057774078	0.35620967	0.31811705	0.045337018	0.0023169124	0.00027219323	0.008097044	0.037576318	0.1742998
a31	0.011385056	0.05330654	0.3861841	0.19914232	0.00073744665	2.1418422e-05	0.015103591	0.14502579	0.18909374
a13	0.113563575	0.27277374	0.20488226	0.024709215	0.0029431747	0.00017120471	0.022768145	0.11993561	0.23825307
a31	0.023434984	0.14169759	0.35764647	0.15555757	0.0018725944	5.57174e-05	0.014158323	0.11577091	0.1898059
a13	0.12537345	0.17764899	0.10908977	0.020896252	0.006289326	0.00035213245	0.041971788	0.22432877	0.29404956
a31	0.05345965	0.22506239	0.31765288	0.13495986	0.006098589	0.0001215043	0.021683281	0.11339188	0.12756994
a39	0.090439335	0.1072168	0.055594917	0.01563924	0.009207048	0.00050060503	0.059446223	0.31836832	0.34358752
a11	0.1040854	0.23450325	0.27673537	0.16296725	0.027282756	0.00019487231	0.051761333	0.08170364	0.060766112
a46	0.28782654	0.49069113	0.08440348	0.015166055	0.006345468	0.00010332679	0.03012738	0.043865856	0.041470803
a18	0.21966816	0.41206095	0.13153239	0.053431828	0.049093377	0.0010876094	0.04328742	0.04892381	0.040914502
a31	0.31913868	0.32940555	0.034449365	0.0084828865	0.023268607	0.0036679741	0.070206895	0.10583076	0.10554934
a39	0.32189727	0.1258982	0.0151867345	0.0091197565	0.044492222	0.008199539	0.13390167	0.17200828	0.16929631
a18	0.36902386	0.33524913	0.15017626	0.035487235	0.030862736	0.01018687	0.026257038	0.022361806	0.020395093
a46	0.5473723	0.22997712	0.019196762	0.0072478885	0.031672455	0.007111851	0.048743926	0.054281823	0.05439583
a31	0.46714687	0.3157861	0.06422268	0.018434672	0.028419664	0.014261822	0.03011475	0.030790057	0.030823316
</S>	0.36054322	0.11349152	0.02342995	0.015830623	0.07768155	0.018765153	0.1209003	0.13439536	0.13496229
