 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
a20	0.018758878	0.04357121	0.014483963	0.028947614	0.044428375	0.016275039	0.012086256	0.007152735	0.0040460033	0.0023926464	0.0037899807	0.0031363822	0.0018685983	0.0099535715	0.003351882	0.002838597	0.025160296	0.034360606	0.00978327	0.0028013769	0.18976139	0.0067279134	0.23256746	0.0539175	0.10658016	0.1212584
a31	1.2413441e-06	2.7902566e-05	0.00014890717	5.2112107e-05	0.037145957	0.87115705	0.06513061	0.0026556146	0.0024404966	0.00041385673	0.00028977895	0.0006081154	0.00044932208	0.0020240417	0.010745736	0.005213194	0.00015651959	6.0850318e-05	1.4168018e-05	4.9085364e-05	5.6109075e-05	0.00019574132	0.00057388167	2.0185285e-05	0.00018181039	0.00018764645
a1	7.464001e-07	3.1162856e-06	8.625114e-05	2.4683974e-05	0.005756293	0.86163104	0.014838816	0.0047387425	0.008570948	0.003155771	0.0019010265	0.0035884294	0.00068707886	0.004618699	0.010849893	0.074958205	0.00075293	0.00011119113	3.2636226e-06	6.734159e-07	0.00078875467	2.9142331e-05	0.0018551166	7.4498705e-05	0.00048048337	0.0004942142
a35	7.638888e-07	3.5275675e-06	0.00010767681	0.00012834805	0.11517511	0.46763736	0.007029621	0.006150718	0.0037274377	0.0056365295	0.007995767	0.015865551	0.021514887	0.0557214	0.09159383	0.07764984	0.048141245	0.011034368	0.0008346771	0.0059705777	0.002749528	0.022996413	0.0042184666	0.0055055395	0.013034811	0.009576089
a31	3.4213242e-06	6.8188556e-06	0.000108378146	0.00017191561	0.036013607	0.41582003	0.007788778	0.00588825	0.007203579	0.016264772	0.024496805	0.051905606	0.0513049	0.07843471	0.097885415	0.051582187	0.047143012	0.01662346	0.0031910497	0.04118484	0.0017414368	0.02553764	0.0023612182	0.0072898827	0.0060820617	0.003966288
a7	1.0634684e-07	1.6247984e-07	1.2420916e-05	3.5775035e-06	0.017175138	0.3327524	0.009307137	0.0054728547	0.0062490287	0.020146906	0.026010096	0.04208662	0.05435615	0.0663019	0.102003835	0.10989746	0.0896944	0.04969611	0.007916942	0.03151087	0.0016912707	0.016677478	0.002502556	0.0010717235	0.004279452	0.0031833532
a31	9.599891e-06	1.5512045e-05	7.1997405e-05	9.67554e-05	0.20712328	0.18622838	0.0034461617	0.0038164526	0.004407552	0.008349751	0.014996122	0.032478757	0.035002157	0.060065713	0.09726281	0.046107948	0.0552161	0.038829893	0.010154773	0.095070444	0.0017638778	0.081785016	0.0030689873	0.0029689672	0.0058294213	0.0058334926
a24	2.0862399e-07	2.7676487e-07	2.7317343e-05	8.00976e-06	0.07112942	0.3252956	0.011088136	0.008681194	0.009747942	0.030788895	0.03496023	0.048347324	0.06161859	0.06276156	0.091291934	0.083809346	0.062474858	0.041148145	0.0068288576	0.023910275	0.0012610041	0.011908659	0.0016297407	0.0022714122	0.0051700626	0.0038410714
a46	4.932042e-06	2.4091025e-05	0.00026652566	0.0001131007	0.110025294	0.49740186	0.0025072596	0.0023373174	0.0039784405	0.013660333	0.020456059	0.04489914	0.029970376	0.0375783	0.051515814	0.025867192	0.026296603	0.031303845	0.018111505	0.02845831	0.003865551	0.018768437	0.0034349165	0.01661029	0.006016623	0.0065278187
a24	4.382055e-05	3.105538e-05	0.0011275706	0.0024059978	0.07590111	0.14609018	0.015264392	0.02052572	0.032920092	0.062675804	0.07385099	0.110923536	0.12577365	0.10360115	0.08571981	0.02664908	0.01699349	0.0077061863	0.0017138264	0.036434565	0.0011165575	0.020906016	0.0013651233	0.01807461	0.0065825237	0.0056031626
a46	0.00030531528	0.0014163054	0.028683607	0.014180875	0.12609178	0.47244143	0.04220381	0.04076506	0.027548213	0.017011922	0.0155170625	0.024334315	0.02333055	0.018178519	0.01046522	0.0071110474	0.004243909	0.0023365722	0.0022848716	0.013836795	0.015578209	0.0029447372	0.0085391505	0.037883524	0.028189398	0.014577764
a31	0.0002804681	0.00016685994	0.0051197303	0.005339276	0.093325734	0.16671927	0.013526128	0.02466837	0.043397684	0.046587076	0.06452991	0.1021271	0.10060938	0.09307811	0.06106039	0.010696334	0.008351074	0.002661779	0.0015996351	0.026928663	0.013114499	0.01908971	0.013626806	0.04224346	0.02389304	0.017259508
a8	0.024253884	0.043039422	0.0602501	0.019349944	0.050851732	0.090658545	0.015517661	0.022512315	0.026916694	0.016212227	0.023068652	0.043954063	0.027571881	0.03382104	0.021775737	0.011587616	0.0067955987	0.0060410826	0.012531496	0.021716675	0.013629221	0.025153324	0.004679169	0.31090334	0.043486834	0.023721753
