 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
a31	0.026815124	0.02853214	0.01394745	0.046924066	0.08628845	0.14814347	0.19251254	0.2602301	0.19660665
a1	4.963892e-06	0.0028432028	0.04629562	0.18966855	0.6255455	0.017259384	0.0012341572	0.09634464	0.020803927
a20	3.3726238e-07	1.8388158e-05	0.0009456333	0.006428012	0.006939659	0.0007996911	0.0060017374	0.17544265	0.8034239
a31	0.000227249	0.000966858	0.023314849	0.017250808	0.09524807	0.0017058238	0.18862231	0.23379654	0.43886754
a13	4.2934837e-05	0.0012511039	0.041291315	0.029503297	0.09282194	0.0010283333	0.06212296	0.15935527	0.6125828
a17	4.7740064e-05	0.0004681633	0.007226555	0.0054667746	0.051531352	0.0031241828	0.18826534	0.34292418	0.40094575
a29	7.8229576e-05	0.0011625572	0.008762969	0.008887436	0.077300966	0.0008990256	0.5359399	0.31140822	0.05556073
a18	0.004305216	0.09379806	0.04767383	0.17683102	0.2087043	0.0069344207	0.16165051	0.25257075	0.047531918
a31	0.0035902185	0.05593362	0.042210847	0.19200112	0.1101046	0.005596646	0.16977845	0.34872174	0.07206279
a13	0.009091065	0.032016486	0.007396484	0.013593323	0.030496722	0.06910109	0.68892795	0.117335685	0.032041103
a18	0.0033842174	0.01980201	0.027338682	0.09671944	0.057460442	0.010736144	0.10211088	0.55578417	0.12666403
a31	0.00809945	0.048316475	0.06553273	0.14184758	0.032795988	0.017449738	0.18245058	0.3688817	0.13462585
a3	0.02429556	0.07198145	0.026190417	0.018595962	0.017412836	0.082784116	0.51753646	0.20575619	0.035446987
a31	0.0065819193	0.02235375	0.07692816	0.14900845	0.035141636	0.0099046705	0.09855546	0.45598975	0.14553612
a46	0.039974112	0.10403539	0.08621663	0.032348815	0.01215021	0.13353238	0.3129107	0.23755234	0.041279465
a31	0.0020516836	0.019459484	0.0610175	0.154712	0.06993316	0.003394346	0.09705555	0.50786006	0.08451621
a20	0.068926565	0.1799969	0.20455891	0.07683904	0.012078008	0.116184816	0.14414246	0.14157765	0.0556956
a17	0.025447594	0.11497449	0.35723114	0.14857282	0.060904883	0.003520139	0.057330195	0.17905961	0.0529591
a20	0.027055647	0.1304484	0.31935468	0.3184721	0.028416174	0.02688045	0.04985529	0.057297677	0.04221957
a31	0.049080864	0.17173402	0.28869405	0.25495633	0.0127843525	0.050914492	0.05453125	0.059141316	0.058163363
a8	0.11682792	0.18996492	0.15248716	0.06345854	0.014316943	0.10841024	0.12480251	0.124403946	0.10532784
a31	0.013185492	0.051993504	0.26559395	0.30683878	0.07918511	0.012121909	0.08235159	0.10586786	0.082861766
a1	0.14643696	0.29001406	0.20297901	0.07016654	0.016479768	0.06689109	0.071304545	0.07171796	0.06401006
a46	0.06928707	0.12738302	0.38914388	0.15459453	0.051673163	0.005355292	0.06312849	0.07877669	0.060657866
a31	0.03813315	0.14900301	0.3054225	0.32653818	0.035503555	0.035824213	0.036415372	0.03701805	0.03614198
a17	0.19212088	0.2998381	0.17524599	0.06628941	0.020565724	0.060185447	0.062058996	0.062415358	0.061280094
a23	0.09880564	0.21161701	0.3731184	0.17871062	0.034667175	0.009502674	0.030450987	0.032435317	0.030692158
a8	0.040937927	0.12799479	0.27900806	0.38654658	0.04569718	0.030594377	0.029694801	0.029980492	0.029545823
a31	0.056528397	0.1427625	0.29188332	0.36402246	0.036242194	0.029977087	0.026262233	0.026252368	0.026069343
a8	0.23296542	0.21508661	0.1270686	0.06860461	0.025651565	0.080199726	0.08328928	0.08350752	0.08362675
a23	0.03540971	0.105181485	0.24926214	0.41973728	0.051053822	0.03634448	0.03436953	0.03451076	0.03413076
a8	0.042495508	0.07309936	0.19595267	0.49613082	0.061172873	0.038159627	0.031436585	0.031287342	0.030265272
a23	0.04837552	0.07511334	0.2060493	0.48703375	0.05750666	0.03810249	0.03021644	0.029950943	0.027651638
a8	0.04364949	0.065902285	0.18515569	0.5100878	0.05638416	0.040948316	0.03446629	0.034029547	0.029376512
a31	0.031163674	0.037667364	0.0811426	0.5528752	0.07488506	0.062220592	0.061025985	0.059214897	0.039804548
a28	0.36429545	0.116331935	0.09670762	0.07970307	0.04903223	0.08534451	0.0859268	0.08152488	0.041133557
a24	0.18880132	0.21801516	0.2940224	0.13001753	0.03172899	0.037471052	0.040384557	0.038590744	0.020968223
a8	0.38509056	0.21086858	0.12779707	0.064392045	0.04726873	0.04655756	0.049448278	0.04668739	0.02188983
a31	0.0514024	0.038781036	0.05354739	0.24123791	0.12706672	0.08532418	0.15466459	0.14934812	0.09862764
a20	0.14373268	0.09944988	0.10517453	0.10791189	0.08857478	0.11333037	0.11544048	0.11519568	0.11118968
a31	0.24405983	0.3404878	0.17678598	0.058600508	0.033595454	0.032811143	0.037879523	0.038127713	0.037652045
a17	0.1823106	0.11921608	0.104806654	0.09836288	0.08396206	0.09991512	0.105420746	0.105381146	0.10062464
</S>	0.13113147	0.31222367	0.2821244	0.08067982	0.03721115	0.02276725	0.044068806	0.04508522	0.044708263
