 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.03282383	0.035193544	0.1363162	0.061591655	0.2679081	0.25466442	0.21150228
a31	9.621598e-06	0.00018592701	0.014958945	0.20696242	0.6922242	0.07351081	0.012148089
a0	0.00011255545	0.00023192036	0.0015394082	0.9195081	0.0048001907	0.057070937	0.016736872
a20	0.00036558413	0.0043923366	0.033912405	0.37084988	0.19322605	0.15791842	0.23933525
a31	9.6661555e-05	0.0025383846	0.15733527	0.25356895	0.38109666	0.1384533	0.066910796
a13	0.0003624933	0.0020504063	0.021774597	0.48839256	0.20748469	0.19542979	0.08450549
a38	0.00028169973	0.001487827	0.039444067	0.13451542	0.586158	0.1629314	0.07518163
a31	0.002507025	0.022877142	0.10096987	0.13975245	0.5971247	0.103984825	0.032783996
a20	0.008253816	0.026072478	0.046968654	0.07368377	0.6421865	0.14285974	0.059974905
a31	0.0024839067	0.005402396	0.028975202	0.029923555	0.56520325	0.29750904	0.07050264
a20	0.025886014	0.019998929	0.03138158	0.034180492	0.65129125	0.18447094	0.052790754
a33	0.000453408	0.0010130103	0.011508106	0.025062816	0.4213549	0.40971282	0.1308949
a31	0.0027237881	0.018791039	0.08263682	0.030780274	0.41247937	0.33668217	0.1159066
a28	0.03660695	0.02357008	0.0443223	0.016619215	0.40978706	0.32850784	0.1405865
a31	0.00512231	0.020786094	0.0801631	0.04836923	0.3468736	0.31845	0.18023562
a0	0.07718938	0.06095419	0.09083811	0.020524157	0.31490576	0.27568653	0.15990183
a31	0.024136959	0.037590332	0.063570835	0.14087567	0.31071857	0.2653867	0.1577209
a3	0.18791518	0.10411346	0.11753287	0.031497777	0.19931106	0.19395755	0.16567206
a31	0.11726949	0.114608906	0.07801826	0.13478085	0.20803839	0.19354914	0.15373501
a46	0.30306995	0.11074609	0.11329628	0.046715025	0.1456441	0.14439139	0.13613717
a31	0.21576193	0.11676973	0.059781592	0.13649109	0.16596231	0.15912625	0.14610715
a39	0.38091674	0.10526213	0.10334162	0.057749234	0.118512034	0.1182984	0.11591983
a35	0.43336153	0.115586825	0.0519416	0.09284315	0.10433261	0.1022173	0.09971698
a31	0.6855739	0.07542747	0.049090676	0.039572068	0.05023087	0.05014778	0.049957223
</S>	0.30736175	0.11597627	0.11684486	0.07076356	0.12977853	0.12990732	0.12936778
