 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.038844783	0.26062506	0.14043534	0.28650174	0.15269458	0.022995114	0.012787045	0.085116304
a24	3.1783205e-05	0.00011063287	0.005115556	0.23681754	0.5159377	0.22134069	0.017734572	0.0029114971
a31	0.0004879168	0.04783161	0.5018601	0.10994825	0.09441	0.03887652	0.102093235	0.104492374
a17	0.0024549002	0.19131741	0.066344604	0.10263068	0.17312595	0.12485633	0.054217506	0.2850526
a31	0.0040100995	0.016851012	0.04570116	0.08156675	0.1321207	0.15128583	0.26188755	0.30657697
a37	0.0024856725	0.07950144	0.046995673	0.18365188	0.15190554	0.07374451	0.17392223	0.28779307
a10	0.0042990632	0.022055129	0.08304807	0.11347601	0.20805612	0.041755527	0.182914	0.34439608
a31	0.008585797	0.010809563	0.08110986	0.17114685	0.2431833	0.08619455	0.17732485	0.22164528
a20	0.03479713	0.05823278	0.1791658	0.15868518	0.11102867	0.044043187	0.22820918	0.18583804
a33	0.016874261	0.022607747	0.07184358	0.04191526	0.07632932	0.115208454	0.30346033	0.35176107
a20	0.019250356	0.023886824	0.16516131	0.12252532	0.19719246	0.07851872	0.062045332	0.33141962
a31	0.015618701	0.015713211	0.060983185	0.031094395	0.08693021	0.21608914	0.31475285	0.25881827
a5	0.01365937	0.011339448	0.04655611	0.0368155	0.07666529	0.18470143	0.3661496	0.26411328
a17	0.024840362	0.022413421	0.0868578	0.061543725	0.1197149	0.20916735	0.26982802	0.20563446
a11	0.11255327	0.15602885	0.13076495	0.112927	0.12439681	0.122305274	0.12003787	0.12098603
a10	0.1670604	0.18557905	0.15263744	0.08245551	0.094577365	0.105279714	0.106883995	0.10552658
a31	0.19903651	0.1776281	0.14150865	0.07724143	0.09081081	0.10326883	0.105610155	0.10489547
a24	0.099750295	0.04101966	0.12869166	0.11253818	0.13704225	0.15702775	0.16338457	0.16054563
a46	0.20817271	0.3019585	0.105149865	0.07614899	0.077274874	0.07788214	0.07703456	0.07637838
a20	0.4053004	0.30228084	0.05998489	0.047295004	0.04675363	0.04655306	0.045780648	0.04605153
a31	0.35543618	0.21873909	0.07953257	0.067804486	0.06903323	0.06991909	0.069844976	0.06969035
a20	0.14634901	0.08822301	0.12458275	0.1205585	0.12666465	0.13060468	0.13165665	0.13136066
a31	0.22274336	0.27566952	0.0981201	0.07959751	0.080976926	0.08150687	0.0809848	0.08040087
</S>	0.19254348	0.106083035	0.11551039	0.11235483	0.116432115	0.1188511	0.11944401	0.118781075
