 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.06304431	0.40237096	0.2123284	0.11227957	0.049699996	0.0123180235	0.036474932	0.007936218	0.01733522	0.048262298	0.037950072
a23	2.4366242e-05	0.0044253557	0.03682477	0.08408969	0.13776596	0.7330849	0.0027022003	0.0009971441	4.668836e-05	1.4894601e-05	2.3965364e-05
a31	1.1244863e-06	0.0042313873	0.04720197	0.09987575	0.18238455	0.5997524	0.025961086	0.030484587	0.0022222365	0.002582011	0.0053027696
a23	0.000114405164	0.0016588992	0.013319135	0.07759109	0.17260447	0.6332254	0.046076585	0.03807666	0.0036552215	0.0047998778	0.008878314
a10	4.1216654e-06	5.8744004e-05	0.00020415928	0.00078907673	0.0070319846	0.29830238	0.22983721	0.34782478	0.09261225	0.007354152	0.015981166
a31	0.00028528273	0.00037118516	0.006452323	0.054018665	0.084199235	0.3408099	0.077445194	0.11085454	0.25112113	0.034706924	0.039735522
a37	7.33462e-05	0.00012715314	0.0018584289	0.020571453	0.07492759	0.29861537	0.08550865	0.0988484	0.30007988	0.0492577	0.07013213
a27	3.7873484e-05	9.4509145e-05	0.0019825208	0.021629862	0.09031863	0.09580814	0.048333798	0.06154768	0.20912734	0.26711595	0.20400372
a31	0.0002426559	0.0014249267	0.009650869	0.048902653	0.1465085	0.3261052	0.073366225	0.07235688	0.09339419	0.15372773	0.07432022
a44	0.0016666277	0.0013547533	0.013969682	0.056993175	0.034624428	0.5073104	0.10403136	0.07296145	0.03780064	0.08566581	0.08362168
a23	0.0040689483	0.0059491782	0.036793396	0.07642092	0.096080996	0.5133048	0.10688987	0.09149387	0.02991282	0.028404253	0.010680952
a37	0.032541294	0.021522969	0.118568175	0.14170143	0.09912715	0.35610488	0.079828694	0.04316649	0.012457012	0.040816393	0.054165523
a38	0.046080675	0.07200683	0.070165	0.044761166	0.068000026	0.04769566	0.047555678	0.014882708	0.023329668	0.2277847	0.33773795
a46	0.042242706	0.04416784	0.08016272	0.061187662	0.11758225	0.09994677	0.039787102	0.016767642	0.0138121145	0.20486946	0.27947375
a31	0.07204453	0.017868632	0.045963965	0.12106127	0.14409518	0.13862202	0.05706185	0.022407586	0.014308914	0.105789684	0.26077637
a28	0.02127639	0.019727048	0.027243298	0.031185841	0.056915767	0.030799361	0.052303113	0.041885804	0.08067528	0.30727905	0.330709
a31	0.075152405	0.051019896	0.043862436	0.039519757	0.1270432	0.07179769	0.07900564	0.02750774	0.037855368	0.23486167	0.2123742
a14	0.014828601	0.018421471	0.028673356	0.031713035	0.07476843	0.034538087	0.0653296	0.057940334	0.12930511	0.3211412	0.2233408
a31	0.058580246	0.043095615	0.050459567	0.05026888	0.10986374	0.10998514	0.14487472	0.059091974	0.059957203	0.1624948	0.1513281
a20	0.025692455	0.043714512	0.04445562	0.043779675	0.09136119	0.039917085	0.09512934	0.08953157	0.16451399	0.23521666	0.12668794
a31	0.06275133	0.05838523	0.10471256	0.11896057	0.14297448	0.12251902	0.10718961	0.04190222	0.0316948	0.10845809	0.10045208
a20	0.055281993	0.09033152	0.07277999	0.07223717	0.09668504	0.06976499	0.109842435	0.10642457	0.11882192	0.1261961	0.08163434
a31	0.06285993	0.08999204	0.11483296	0.12376798	0.11504538	0.15767367	0.11669806	0.04769497	0.027126007	0.074608155	0.06970087
a20	0.067301944	0.11304928	0.08543733	0.08355199	0.090880804	0.08965051	0.098088436	0.09692256	0.09525426	0.09641422	0.083448626
a10	0.1005739	0.123701155	0.10755401	0.09762711	0.083560176	0.12878522	0.12819606	0.07095394	0.039038572	0.060938466	0.059071362
a31	0.10896696	0.18977678	0.08645682	0.07532776	0.075188525	0.08027076	0.08265565	0.08150374	0.07304973	0.07371146	0.07309182
a37	0.07580208	0.1038743	0.087012835	0.08684057	0.09037037	0.09141227	0.09434747	0.09441695	0.092905656	0.0929872	0.090030245
a38	0.1365947	0.21139704	0.096643865	0.072101265	0.0641441	0.08222735	0.09105193	0.0823314	0.05298213	0.055534117	0.054992124
</S>	0.13509618	0.21708506	0.08474089	0.070500456	0.06833544	0.07302544	0.07636786	0.0772495	0.06637727	0.06575854	0.06546333
