 	ho	cosa	a	fare	</S>
a23	0.62009406	0.3558862	0.02075158	0.0026153207	0.0006528641
a17	0.667674	0.2715677	0.02717668	0.010381526	0.02320009
a31	0.25169158	0.43798858	0.27727902	0.028231982	0.0048087626
a8	0.14828584	0.5672047	0.2782158	0.0056757154	0.0006179793
a31	0.69775957	0.25666904	0.034993593	0.007396178	0.0031815919
a13	0.8542068	0.13473473	0.0053122784	0.00156783	0.004178357
a24	0.9363287	0.031551737	0.003963538	0.0052286536	0.022927314
a31	0.6081331	0.050899662	0.034874532	0.018017957	0.28807488
a13	0.78383535	0.07746852	0.033947643	0.012703298	0.09204516
a31	0.33299723	0.055874076	0.023296023	0.02282847	0.56500417
a18	0.2011709	0.2462246	0.16974606	0.15945436	0.22340399
a0	0.24853945	0.19475648	0.10076985	0.09772119	0.358213
a39	0.2047056	0.19130184	0.16746572	0.1663629	0.27016398
</S>	0.19316788	0.17821155	0.19010326	0.18291661	0.25560072
