 	avete	fatto	già	le	verdure	</S>
a6	0.98096746	0.0016005776	0.00069757877	0.015665121	0.000751223	0.00031803263
a46	0.9563778	0.00026051645	0.0002680573	0.031813294	0.011039517	0.0002407417
a21	0.09154702	0.0015473338	0.0026487757	0.86072963	0.04301344	0.00051375927
a20	0.54944134	0.0059270966	0.0011956948	0.3505447	0.08369381	0.009197449
a24	0.36581188	0.014931778	0.0012779766	0.341892	0.20938441	0.06670196
a31	0.27042165	0.014898137	0.0010536208	0.0846795	0.40193182	0.22701529
a14	0.4732351	0.00603634	0.0007647681	0.10709566	0.34884295	0.06402516
a41	0.60105973	0.02019892	0.0020251465	0.02361191	0.21571943	0.13738485
a37	0.30531153	0.0058599487	0.0021972954	0.071749896	0.5117611	0.10312021
a31	0.379725	0.008325868	0.003019611	0.11997108	0.45947573	0.029482737
a6	0.5075931	0.018010158	0.017012253	0.107270755	0.32944813	0.02066561
a46	0.95426023	0.013342565	0.010441675	0.0049271216	0.0056638126	0.011364572
a31	0.6001269	0.028899396	0.024186267	0.25430366	0.06523311	0.027250726
a17	0.78911054	0.04684964	0.017711548	0.10676242	0.03526888	0.0042969715
a20	0.8459086	0.030847957	0.04062958	0.020029072	0.018455235	0.044129584
a31	0.6973665	0.06608533	0.07708465	0.09045638	0.036783077	0.032224134
a17	0.78536284	0.07951161	0.033712573	0.060495537	0.024788968	0.016128505
a20	0.7318325	0.050181776	0.056633502	0.047759466	0.04812909	0.06546373
a31	0.65784395	0.06661283	0.098787464	0.066334784	0.056232993	0.05418798
a20	0.37763387	0.15226884	0.09903996	0.16819507	0.107163325	0.09569885
a17	0.41882098	0.115845434	0.11464384	0.11384522	0.11550499	0.12133957
a31	0.257806	0.1466468	0.1503022	0.14931485	0.1491415	0.14678869
a23	0.18592373	0.15985145	0.15295434	0.18890618	0.15901443	0.15334986
a31	0.24587025	0.15150993	0.1500384	0.14999461	0.15057091	0.15201591
a8	0.16866352	0.16514073	0.16436408	0.17061344	0.16648819	0.16473004
a31	0.23135729	0.1550965	0.1526768	0.15285046	0.15376292	0.15425599
a28	0.16727902	0.16418347	0.16373298	0.17371719	0.16685107	0.16423625
a21	0.19463764	0.16200912	0.16044387	0.1605547	0.1612329	0.16112177
a31	0.17870213	0.16404979	0.16289365	0.16335256	0.16709629	0.16390562
</S>	0.16400549	0.16095485	0.16071834	0.18649557	0.16640052	0.16142525
