 	sto	e	cucino	</S>
a31	0.022033293	0.7796867	0.19786488	0.00041511844
a20	0.030398963	0.61245215	0.3567135	0.00043546184
a31	0.00032178438	0.0944772	0.90517884	2.218386e-05
a37	0.047347713	0.4866022	0.4652623	0.00078782614
a18	0.22614837	0.33317924	0.41745463	0.023217803
a31	0.1241429	0.2699642	0.48553857	0.12035436
a20	0.037588567	0.50298893	0.44613466	0.013287846
a31	0.1138555	0.21914515	0.5897284	0.077271
a28	0.012081009	0.35341865	0.5840346	0.05046578
a33	0.13841397	0.61818635	0.18985549	0.053544253
a31	0.13458815	0.54809344	0.20832047	0.10899801
</S>	0.13238367	0.23329577	0.4866472	0.14767338
