 	è	che	è	entrato	da	qui	</S>
a31	0.025061147	0.18753888	0.003512796	0.00064407336	0.12530135	0.63469124	0.02325055
a7	0.000323359	0.003374453	0.000118150325	1.3026845e-05	0.14911443	0.81762415	0.029432425
a18	0.01196626	0.32730317	0.013481237	6.791037e-05	0.015598419	0.5898322	0.04175082
a31	0.07612486	0.249425	0.012313635	0.001682942	0.05093656	0.5929331	0.016583886
a46	0.05395648	0.8105302	0.021594068	0.00080537796	0.014964167	0.089489736	0.008660116
a31	0.034382973	0.03485608	0.015418838	0.0314059	0.2701274	0.3171188	0.29669005
a39	0.1268491	0.2259114	0.13279684	0.08350237	0.122424774	0.16981669	0.13869886
a28	0.03693892	0.0371003	0.03668804	0.041363634	0.20299192	0.3106164	0.33430082
a31	0.06372345	0.064265154	0.06381516	0.06741369	0.17188999	0.34363165	0.22526094
</S>	0.13936573	0.14285886	0.13892516	0.1378927	0.1419518	0.15538685	0.14361891
