 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.89686424	0.0146434745	0.063719675	0.021969624	0.0021947394	2.2100212e-05	0.0005861533
a41	0.9787486	0.00016625687	0.017522668	0.0018912042	0.00072340935	2.5321203e-06	0.0009453582
a31	0.60447687	0.03868242	0.30069125	0.04596701	0.008003878	3.263745e-05	0.0021458948
a24	0.86183846	0.026567057	0.08994396	0.011503487	0.007865822	1.9352687e-05	0.0022620242
a37	0.2797505	0.0037514346	0.020850519	0.05900738	0.46065283	0.00343665	0.17255066
a31	0.18040897	0.01858136	0.032359265	0.042054072	0.027827911	0.024472699	0.6742957
a17	0.49747106	0.037594203	0.036607105	0.035734247	0.004683534	0.026134761	0.36177513
a5	0.73165816	0.02074029	0.033977535	0.0464391	0.006273465	0.017959686	0.14295168
a17	0.6961439	0.055114754	0.1018015	0.07313728	0.0076104132	0.023205793	0.042986356
a20	0.74445057	0.022914885	0.088787295	0.042815823	0.011346049	0.051268566	0.038416807
a5	0.89935017	0.0041089286	0.025149902	0.04090439	0.01705998	0.0055713803	0.0078551825
a20	0.7575357	0.011068384	0.09019561	0.09585395	0.039433222	0.0014495581	0.0044636205
a37	0.7550387	0.039257023	0.07986323	0.06520478	0.04468545	0.0037208758	0.01222993
a39	0.8643465	0.049445894	0.044730473	0.018606804	0.011944372	0.0035342972	0.0073915883
a35	0.87649155	0.051121607	0.038854897	0.016923	0.007022947	0.004522846	0.0050631785
a7	0.86817634	0.06410586	0.035205673	0.015821368	0.0061397166	0.0043052384	0.0062457714
a24	0.8814557	0.042375006	0.022565307	0.022713516	0.011590993	0.013031917	0.006267465
a37	0.90067774	0.03630859	0.03332731	0.010820859	0.004340776	0.0031564308	0.011368229
a17	0.9075588	0.009615653	0.026855307	0.038337376	0.013794741	0.0015374351	0.002300639
a31	0.78596884	0.06394667	0.082047895	0.041076817	0.012870179	0.0044487608	0.009640817
a20	0.6615841	0.016604628	0.0948514	0.2023098	0.015120503	0.0037041807	0.0058253994
</S>	0.76464105	0.030063422	0.07978795	0.01584825	0.020191172	0.07015349	0.019314751
