 	tutto	il	cibo	vuole	girato	</S>
a31	0.042579677	0.25997102	0.36455044	0.04065921	0.29054463	0.0016951439
a8	0.059270922	0.15777831	0.23779368	0.13577753	0.407475	0.0019045313
a31	0.034725253	0.043425154	0.064444095	0.030399544	0.81534845	0.01165756
a29	0.09495406	0.107416704	0.13200401	0.017713238	0.64462006	0.0032919573
a20	0.013281096	0.0042775986	0.008043344	0.005539582	0.96861446	0.00024386868
a39	0.6163292	0.0892062	0.027521499	0.089423865	0.17485806	0.0026611534
a31	0.36582536	0.044171937	0.018397484	0.02958107	0.54086804	0.0011560717
a0	0.603701	0.1670524	0.074357964	0.060135655	0.084600896	0.010152142
a31	0.7825612	0.06264979	0.02268032	0.021925677	0.10764363	0.0025393856
a24	0.5672532	0.21656656	0.09411902	0.07292373	0.04550804	0.0036295026
a36	0.82062906	0.07167895	0.034162506	0.011668462	0.057327382	0.004533725
a11	0.5562913	0.09069889	0.23317407	0.021590417	0.08253343	0.015711924
a17	0.52133495	0.080359794	0.18046151	0.0090806605	0.20238192	0.006381099
a31	0.26160198	0.06946816	0.14782761	0.018268209	0.48857352	0.01426053
a6	0.313685	0.21574782	0.27882963	0.0456636	0.12202012	0.024053847
a31	0.3077191	0.052639853	0.16583875	0.02105844	0.43262088	0.020122955
a24	0.5917143	0.14050414	0.12405775	0.03927504	0.075616084	0.028832696
a6	0.40853238	0.22662027	0.30190733	0.005846283	0.028437687	0.02865612
a31	0.34941188	0.13305822	0.33751956	0.021003796	0.068211615	0.09079503
a46	0.5718432	0.07885767	0.09817927	0.072327435	0.13090588	0.047886644
a39	0.37847176	0.19483162	0.29736763	0.014899013	0.04502941	0.06940055
a31	0.26922664	0.2073634	0.2399292	0.03720697	0.07394108	0.1723328
a41	0.5241554	0.1102788	0.13491967	0.06765566	0.100375816	0.06261472
a8	0.20496717	0.18065697	0.35295874	0.022552755	0.060448937	0.17841548
</S>	0.33965495	0.1536665	0.35781842	0.027043214	0.05543216	0.06638475
