 	lo	sentii	ee	che	arrivava	</S>
a15	0.756919	0.12319194	0.07294712	0.010533683	0.035554234	0.00085403875
a31	0.19354609	0.09409269	0.20583254	0.1845731	0.093145326	0.22881027
a46	0.020873457	0.7790226	0.05555455	0.04430623	0.07862921	0.021613859
a8	0.0027208095	0.8257807	0.018248152	0.007617408	0.14464127	0.0009917266
a31	0.0037845604	0.011314013	0.0960965	0.0011401592	0.8869612	0.00070353923
a23	0.008534711	0.006318701	0.17101607	0.00017959048	0.8138777	7.322269e-05
a8	0.033329006	0.001955327	0.051314753	0.0053480812	0.9062738	0.0017789862
a38	0.08451529	0.011262722	0.5466736	0.051593486	0.2935443	0.012410541
a20	0.10545192	0.019135864	0.31173447	0.06943522	0.4805209	0.013721634
a28	0.110307865	0.041305587	0.26802123	0.08727104	0.4739529	0.01914144
a20	0.11555601	0.052923992	0.2817905	0.10122635	0.42540124	0.023101803
a23	0.12520638	0.074009575	0.28058305	0.09944449	0.39667806	0.024078516
a31	0.15520582	0.061676744	0.28642982	0.10911459	0.36405805	0.023515057
a29	0.016405897	0.008767603	0.7018991	0.0015762801	0.2710251	0.00032596866
a33	0.24467233	0.017553098	0.3846418	0.06728024	0.252156	0.033696584
a29	0.16711712	0.016290907	0.63077676	0.050500076	0.118640214	0.016674897
a27	0.2505122	0.021221802	0.47021466	0.03776175	0.21055238	0.009737231
a46	0.2677898	0.03824482	0.44023702	0.05255029	0.19041096	0.010767185
a20	0.32138896	0.04608683	0.3785064	0.061068613	0.18098848	0.011960679
a31	0.35216936	0.049044598	0.35157162	0.061258823	0.17532519	0.010630294
a7	0.15795727	0.03507175	0.49041033	0.025446909	0.27554268	0.015571115
a1	0.33131546	0.05073428	0.2896695	0.0911809	0.15889317	0.078206636
a20	0.19984305	0.062926	0.21552083	0.15621816	0.2959692	0.06952279
a31	0.10456885	0.056696676	0.28110704	0.1649191	0.3338604	0.058847927
a20	0.08723846	0.055550165	0.2741628	0.20880689	0.29040274	0.08383898
a31	0.1819863	0.10466632	0.28385615	0.15710239	0.14265795	0.12973085
a23	0.07896509	0.07531388	0.19310383	0.22093296	0.35435864	0.0773256
</S>	0.16663837	0.12687907	0.23684563	0.1616412	0.16339707	0.14459868
