 	forse	sono	usciti	</S>
a23	0.9734624	0.010386247	0.0075411783	0.008610107
a31	0.98893505	9.7998956e-05	6.793652e-06	0.01096017
a23	0.9997031	0.00021366614	5.443287e-06	7.773557e-05
a31	0.94617194	0.04984398	0.00071421376	0.0032698435
a10	0.7713924	0.17413944	0.03342076	0.021047436
a37	0.7711321	0.06354231	0.11482347	0.05050222
a31	0.413242	0.15380424	0.2680059	0.16494793
a37	0.15391228	0.24301824	0.1992396	0.40382993
a31	0.17116226	0.20236199	0.16906574	0.45741007
a39	0.25061503	0.264626	0.24388139	0.24087763
a31	0.2440455	0.24117859	0.24631259	0.26846337
</S>	0.27705592	0.24459755	0.23975271	0.23859377
