 	non	ho	cosa	a	fare	</S>
a8	0.2766984	0.5678685	0.12546933	0.021002911	0.008447629	0.00051321235
a31	0.6390291	0.2565723	0.0365622	0.0055607897	0.05678285	0.0054928474
a37	0.13376729	0.19441622	0.20841219	0.101261616	0.35906515	0.0030775005
a10	0.10546055	0.22051062	0.5060084	0.041683253	0.12519039	0.0011468078
a37	0.08003572	0.41146627	0.38194266	0.017883398	0.10697259	0.0016994119
a10	0.044931468	0.5453737	0.2979458	0.01247365	0.09771248	0.0015629135
a0	0.05239583	0.6964714	0.1373314	0.031876445	0.07860844	0.0033164772
a20	0.037148364	0.17747864	0.46097407	0.20626736	0.107456	0.0106754545
a17	0.005741827	0.014261135	0.2152067	0.40454957	0.3591264	0.0011143195
a20	0.011779022	0.010010018	0.09603912	0.3293664	0.55093205	0.0018734172
a8	0.13751917	0.13343324	0.23944359	0.2859613	0.19346935	0.010173379
</S>	0.25323683	0.27974215	0.11454866	0.22473657	0.12439842	0.0033373924
