 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.01577811	0.34283006	0.23957922	0.22736204	0.11699186	0.019479332	0.010634776	0.00043428174	0.025861628	0.0010486437
a39	0.0023600354	0.11968739	0.027645513	0.06569442	0.020950891	0.048362553	0.05203184	0.004250619	0.6509472	0.008069477
a31	0.00055049936	0.090890825	0.21229158	0.26934448	0.15756539	0.01784225	0.055785183	0.00284137	0.18362106	0.0092673525
a14	0.0019763196	0.06965517	0.29287583	0.5118228	0.059905753	0.0017043245	0.004645549	0.0059313145	0.04222935	0.0092535755
a41	0.0006185513	0.033471398	0.4261708	0.35006076	0.043149505	0.0022368766	0.0127546135	0.020175554	0.09944492	0.011916997
a33	0.0007188728	0.007887066	0.040174816	0.038784035	0.012965931	0.002300461	0.008689334	0.023363966	0.8476288	0.017486742
a20	0.003010534	0.059092183	0.104632765	0.070449986	0.058074128	0.021973878	0.053795833	0.012844351	0.61094505	0.0051812613
a31	0.0033215927	0.10402095	0.16196238	0.102254845	0.07063676	0.02725752	0.04026611	0.008441844	0.47683007	0.0050079464
a10	0.00042116063	0.026036464	0.13451076	0.43577242	0.08977159	0.0075948755	0.009981506	0.0035881198	0.29135704	0.0009660489
a31	0.011372885	0.031354707	0.054189924	0.06508868	0.04788471	0.038021784	0.06399705	0.028288323	0.6172127	0.04258926
a46	0.0025370573	0.040801767	0.056463826	0.11085259	0.08627089	0.016194493	0.031518005	0.011138583	0.6409586	0.003264158
a31	0.092335396	0.16157658	0.043244362	0.077203125	0.03768094	0.13004878	0.16254431	0.040953755	0.21121879	0.04319395
a39	0.008420441	0.054842547	0.039250687	0.03886976	0.116055064	0.020982666	0.048505858	0.032491554	0.602157	0.03842439
a28	0.061091732	0.24850234	0.07358052	0.21915963	0.12756397	0.07723102	0.052227452	0.01777942	0.10109306	0.021770842
a21	0.026588786	0.15996125	0.05986178	0.3424857	0.25037417	0.04559891	0.030241424	0.013877894	0.05641378	0.014596265
a24	0.024687422	0.082016915	0.046175253	0.37540466	0.3064751	0.055511195	0.043914456	0.017371295	0.03611037	0.012333362
a46	0.038782146	0.075407766	0.10579082	0.33042312	0.16418144	0.097216375	0.09948672	0.018310778	0.059849076	0.010551811
a20	0.027051874	0.024052072	0.08979751	0.25242922	0.12006584	0.13892163	0.19949816	0.052265953	0.08151651	0.014401278
a31	0.008838583	0.02795695	0.23382702	0.2945767	0.13714018	0.093011886	0.11817976	0.025482185	0.05650366	0.0044830795
a14	0.013686035	0.06747484	0.042057432	0.35508034	0.21345778	0.09554825	0.090922974	0.038018994	0.07689212	0.0068612983
a17	0.036539473	0.049348876	0.064796455	0.37084672	0.40230316	0.03217176	0.02086712	0.0069452273	0.007974236	0.008206952
a31	0.022680042	0.027999839	0.05454923	0.38807234	0.4362445	0.025807012	0.01749053	0.0076037846	0.015477261	0.0040754657
a11	0.04590692	0.059784442	0.061526053	0.07357674	0.1601087	0.14884165	0.18998162	0.0978807	0.11764315	0.04474997
