 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.02076232	0.3004288	0.006598403	0.65638024	0.00509983	0.0024341303	0.007042452	0.0005951821	9.10132e-06	0.00064948585
a3	0.054868907	0.8231993	0.00035753078	0.0886998	0.01885698	0.0009939773	0.009703719	0.0022705493	2.4154395e-05	0.0010250591
a39	0.003095392	0.26370707	0.0033870135	0.6704417	0.0045448425	0.0030947987	0.01772864	0.026407372	0.0016788862	0.0059143705
a3	0.0012407762	0.63215196	0.00069575856	0.2648233	0.007819237	0.0067359773	0.022989029	0.05957136	0.0013416046	0.0026310028
a10	0.00093879696	0.56302154	0.0006137312	0.36204123	0.015867084	0.008876759	0.018220754	0.026993811	0.00041723376	0.0030091093
a38	0.0022727014	0.52281356	0.00066935277	0.34651938	0.024646265	0.023553872	0.027664654	0.043318402	0.0016054007	0.006936439
a37	0.0012271898	0.3684341	0.0006795252	0.583719	0.009398667	0.01595636	0.013271557	0.004476297	0.00042977306	0.0024075503
a24	0.0012582367	0.3625669	0.0002190101	0.60471123	0.0041081	0.00906426	0.0072548282	0.004017545	0.0003758477	0.0064240946
a31	0.023453046	0.6546887	0.0028935832	0.12728561	0.039658047	0.033299237	0.016728774	0.006975551	0.0011843585	0.09383314
a3	0.004509596	0.8037914	0.0011343061	0.17793427	0.004558424	0.0053414577	0.0014786755	0.00063175894	1.6310525e-05	0.0006038706
a20	0.047022562	0.7558393	0.0036072433	0.13743694	0.04338432	0.0016521591	0.002362179	0.0037365102	0.0010203839	0.003938482
a31	0.08612975	0.6139631	0.006721929	0.16408128	0.079878345	0.02620914	0.010881121	0.007134959	0.0010516857	0.003948659
a11	0.004005957	0.82300836	0.0030047758	0.12968686	0.011622593	0.014663009	0.0066327383	0.006445073	0.00026345934	0.00066731125
a7	0.08303146	0.7025658	0.002822002	0.17807946	0.016283682	0.001799377	0.0031401706	0.0092984745	0.00079977803	0.0021799111
a31	0.045873303	0.726576	0.0023637377	0.12611955	0.0411734	0.012594254	0.0062206867	0.025414636	0.009888342	0.0037761778
a24	0.0017325575	0.5668842	0.00013605032	0.41934285	0.0037209436	0.0019759773	0.002297697	0.003410151	0.00033138655	0.00016821326
a46	0.23515093	0.41070542	0.025641806	0.21348192	0.045449737	0.007867713	0.018748617	0.011138702	0.003986403	0.027828716
a39	0.05968819	0.33300704	0.015970182	0.37481484	0.061550252	0.019145913	0.042108018	0.058796894	0.022503553	0.012415133
a31	0.057450105	0.46203	0.011086482	0.29071236	0.08824997	0.02137167	0.021252893	0.031492267	0.011262175	0.0050919936
a14	0.05415128	0.43934673	0.0075654075	0.29533568	0.046503074	0.027014848	0.040457364	0.04009948	0.027397282	0.022128947
a38	0.08620278	0.18676746	0.05301195	0.4011687	0.08306501	0.06099119	0.040855605	0.0370398	0.022737402	0.028160127
a31	0.079309665	0.27008882	0.018115968	0.42145616	0.06581037	0.032105852	0.034894872	0.053078577	0.01525868	0.009881102
a37	0.09442661	0.1869128	0.03299528	0.10304268	0.090725474	0.073172376	0.08107001	0.14391324	0.13071859	0.06302297
a20	0.13619095	0.17357649	0.09061508	0.19759883	0.11837408	0.103597246	0.06310815	0.04077504	0.030382743	0.045781426
a39	0.1315769	0.20980248	0.02552961	0.34301254	0.05435337	0.042412844	0.054027736	0.08081485	0.038579714	0.01988999
a20	0.05170289	0.43102512	0.014631914	0.32649305	0.07605006	0.02640214	0.022099368	0.038874865	0.0071766335	0.0055440175
a35	0.021148343	0.6022606	0.0049753855	0.17798868	0.12653442	0.032363243	0.012424244	0.0156304	0.003479018	0.0031956593
a20	0.020572266	0.6001234	0.0065041436	0.17521746	0.12319875	0.027301379	0.016522888	0.022247404	0.00422645	0.0040859827
a31	0.019166144	0.5323325	0.0073795305	0.18165338	0.14604795	0.066311635	0.022885576	0.017506437	0.004341269	0.0023755524
a24	0.06999079	0.39968377	0.005764139	0.30218047	0.04239886	0.027895479	0.045988515	0.06544007	0.024464006	0.016193885
a31	0.12383273	0.23029207	0.047844052	0.33798146	0.068431884	0.044201486	0.05799298	0.038432375	0.014407936	0.036583006
a8	0.054297943	0.09340376	0.043091107	0.08606948	0.103660524	0.08628382	0.099437356	0.1805401	0.17193939	0.08127645
a31	0.17524418	0.2064249	0.07452787	0.14987613	0.119794495	0.100768335	0.048686624	0.04125503	0.037600763	0.04582168
a41	0.08162608	0.084855676	0.07703096	0.08692183	0.09061606	0.08689175	0.088144355	0.15647258	0.16424198	0.083198704
a8	0.14915873	0.16695811	0.09637191	0.13367748	0.13252668	0.12456119	0.06220725	0.045448776	0.03935984	0.049729984
a31	0.102355495	0.10541081	0.092042536	0.1060691	0.09667571	0.09915811	0.09351518	0.11364164	0.09996346	0.09116788
</S>	0.07516452	0.07930268	0.06800723	0.08069991	0.08860988	0.08421037	0.08447605	0.18264604	0.17998457	0.07689865
