 	la	pasta	vuole	sale	</S>
a8	0.075340286	0.6670163	0.18316011	0.07403825	0.0004451024
a31	0.2727394	0.4633674	0.10191361	0.15352304	0.008456613
a28	0.007238294	0.026514653	0.028007237	0.9362043	0.002035449
a20	0.00043150253	0.08376987	0.032783933	0.881316	0.0016987396
a31	0.0011861532	0.13867444	0.036585283	0.7987286	0.024825504
a11	0.007520669	0.6428771	0.054488078	0.29344007	0.0016740744
a18	0.0889807	0.2578571	0.011162505	0.57491255	0.06708716
a15	0.029426027	0.87603086	0.009933757	0.068646215	0.015963037
a31	0.0144485785	0.9680988	0.007089462	0.007863931	0.0024993261
a20	0.01245176	0.73588836	0.0057519604	0.2399247	0.005983226
a6	0.2413723	0.7313404	0.0071140677	0.010057417	0.010115874
a20	0.111595534	0.83799446	0.022049217	0.007826611	0.020534126
a21	0.037879754	0.9101803	0.012611294	0.025565784	0.013762965
a20	0.10927312	0.8747825	0.0070067807	0.0043003536	0.004637108
a0	0.033176824	0.9446952	0.0066792695	0.013681882	0.0017668351
a31	0.12955724	0.85158175	0.01076653	0.0060134153	0.0020811171
a39	0.11875811	0.71163595	0.07880251	0.07734956	0.013453879
a31	0.19347641	0.74167264	0.02259492	0.009333241	0.032922853
a35	0.21843188	0.35843346	0.16825989	0.15791352	0.09696128
</S>	0.26095453	0.5154908	0.07856983	0.06113151	0.08385334
