 	lo	ho	finito	di	fare	</S>
a8	0.42790928	0.55805314	0.003713063	0.008807422	0.0013958933	0.00012127107
a31	0.7337962	0.20535415	0.004309875	0.0043445225	0.044016305	0.008178986
a20	0.13831775	0.24315879	0.025188934	0.4927895	0.09781102	0.0027340378
a24	0.13656378	0.27599767	0.012810735	0.2044271	0.36201376	0.008187023
a18	0.31208742	0.6557262	0.0010624562	0.0060749035	0.019588621	0.0054604462
a31	0.27025828	0.6278387	0.005476352	0.030490447	0.049434766	0.01650153
a20	0.34113425	0.6264107	0.0007438825	0.004695706	0.017813265	0.009202132
a10	0.53203887	0.34064573	0.002409432	0.012020423	0.08564286	0.027242718
a20	0.18208045	0.42562214	0.01691932	0.20685086	0.100720845	0.0678063
a7	0.5203385	0.36229917	0.008425345	0.027341092	0.054771733	0.026824173
a31	0.17903253	0.7685142	0.0070292214	0.025028754	0.013755318	0.0066399626
a20	0.213307	0.13957278	0.035915937	0.31782502	0.2900105	0.0033687283
a18	0.72160333	0.26393864	0.0035071124	0.0075319144	0.002452451	0.00096657977
a24	0.8364015	0.15744986	0.00093651656	0.0014447401	0.00072361354	0.003043742
a46	0.9055237	0.066826686	0.003901888	0.0052565867	0.0039067063	0.014584497
a31	0.77810085	0.07965465	0.024351029	0.0727174	0.031536687	0.013639408
a33	0.6024697	0.24307643	0.036666274	0.07898509	0.031058818	0.007743643
a8	0.60920703	0.1003224	0.052496877	0.05656153	0.053013112	0.12839901
</S>	0.28895324	0.15862803	0.12782152	0.16072688	0.14034338	0.12352691
