 	sono	stato	sempre	poveretti	</S>
a20	0.029358422	0.02154528	0.86142707	0.08371923	0.00394997
a4	0.00017240648	0.0001238467	0.8024486	0.19408193	0.0031732323
a31	0.0002093505	0.00055866	0.12631772	0.8690112	0.0039030612
a38	7.7696066e-05	6.349817e-05	0.01870786	0.97779477	0.0033561566
a31	6.4751835e-06	1.5995756e-05	0.0053829756	0.99436545	0.00022911475
a7	0.0014729173	0.0013217658	0.15652739	0.82941055	0.011267274
a31	0.001646097	0.0014699352	0.205589	0.7409631	0.050331857
a21	0.0045463773	0.0014843083	0.109684154	0.87680453	0.007480584
a20	0.01397733	0.029017188	0.37083954	0.5128016	0.07336439
a8	0.009148422	0.034000624	0.55376226	0.3035685	0.0995201
a31	0.10990258	0.090862274	0.4704666	0.2635345	0.06523403
a33	0.030763853	0.03570433	0.23846227	0.6220479	0.07302163
a20	0.21237181	0.14472945	0.5078404	0.070229426	0.06482889
a31	0.18293844	0.13216244	0.29634744	0.28737116	0.101180464
a7	0.1428661	0.15966618	0.23003882	0.29821834	0.16921058
a31	0.19503443	0.10980809	0.44063577	0.17663872	0.077882975
a11	0.14360286	0.16440865	0.1988461	0.31760004	0.17554232
a31	0.19123188	0.1572504	0.3622118	0.14903142	0.14027457
a13	0.18773349	0.19096029	0.19869684	0.22911607	0.1934934
a18	0.18639982	0.17396128	0.2983602	0.17260914	0.16866952
a31	0.19301787	0.19125845	0.20700547	0.21741854	0.19129968
</S>	0.19217567	0.1925187	0.1974913	0.22300169	0.19481257
