 	lo	posso	finire	di	fare	</S>
a20	0.8730533	5.5952452e-05	6.94622e-06	0.117212966	0.009276146	0.00039451075
a31	0.864806	0.004689712	0.00068366743	0.078148946	0.01513084	0.036540795
a46	0.53097427	0.00024998022	7.3756755e-06	0.44155705	0.023589268	0.003622066
a31	0.9493003	2.7268758e-05	1.5394106e-06	0.032991078	0.017472772	0.00020694046
a41	0.9649093	0.0007225165	0.0007647068	0.0178386	0.010810728	0.00495414
a18	0.9642776	0.00027421393	0.0009588026	0.014030912	0.012271989	0.008186406
a7	0.8661523	0.0018931554	0.005651589	0.043928277	0.015229843	0.06714482
a41	0.82404214	0.0016438325	0.00609085	0.05440299	0.029692024	0.08412811
a31	0.6959161	0.0013049503	0.0052931197	0.12180203	0.040981162	0.13470252
a0	0.64265233	0.013254465	0.008922369	0.2115775	0.0978068	0.02578653
a31	0.17537303	0.034977067	0.05887895	0.05301696	0.042026795	0.63572717
a39	0.36696416	0.122923814	0.124438524	0.12705767	0.12898459	0.12963127
a46	0.18688388	0.14130892	0.14649923	0.14419235	0.14210938	0.23900625
</S>	0.17497477	0.16052194	0.16173111	0.1612346	0.16089514	0.1806424
