 	da	da	un	famoso	poeta	</S>
a31	0.08476556	0.06078106	0.022944225	0.8305655	2.327605e-05	0.00092038955
a37	0.022823587	0.0017332092	0.007716107	0.96758044	1.2084791e-06	0.0001454312
a31	0.013361807	0.041182276	0.12564158	0.81819385	0.0004955332	0.001124979
a28	0.15425202	0.31844804	0.37744778	0.14649016	0.00084470824	0.0025172245
a31	0.037771218	0.2218999	0.65907574	0.0783401	0.0018189291	0.0010940757
a20	0.20323306	0.25847006	0.444776	0.089411035	0.0013903956	0.0027194626
a13	0.46096617	0.36622483	0.12608358	0.008924007	0.011769819	0.026031565
a39	0.48799196	0.15162796	0.054374315	0.10247365	0.04463867	0.15889345
a31	0.49263966	0.050604437	0.03303254	0.19656748	0.062491596	0.16466431
a35	0.111983694	0.19293383	0.1425768	0.054486524	0.16094494	0.33707416
a31	0.19303513	0.04618387	0.038082425	0.3570161	0.05914611	0.30653638
a17	0.19428399	0.15314089	0.1469767	0.18546914	0.15183237	0.16829696
a31	0.24170344	0.099827215	0.06570867	0.34935886	0.06676437	0.17663747
</S>	0.17936914	0.16290073	0.1614046	0.16890538	0.16279341	0.16462679
