 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.028409217	0.0013937998	0.0077682254	0.0059263753	0.004346647	0.0039592828	0.002446897	0.00036107775	0.4492516	0.00012782209	0.49566948	0.0003395818
a20	0.00010260173	2.42144e-06	4.766432e-06	1.2589521e-05	4.3858327e-06	4.844291e-06	3.500162e-05	3.464769e-05	0.35007352	9.84423e-06	0.6494418	0.00027361166
a37	2.0003747e-05	1.8787607e-05	1.3944917e-05	6.391141e-05	6.8542606e-05	9.234519e-06	0.00010268663	0.0005074725	0.83697927	4.5036988e-05	0.16167174	0.0004993884
a24	4.2693267e-05	0.0001778362	0.00010549035	0.00023577857	0.00032875958	8.275082e-05	0.0005143776	0.000786237	0.8691206	6.349229e-05	0.12694022	0.0016016559
a31	0.00012359222	0.00014415232	0.0001397744	0.00062731106	0.0006718007	0.00020894004	0.00026293597	0.0002943718	0.11833513	0.000158716	0.8750823	0.003950998
a39	0.00017113984	0.00027435189	0.00022261258	0.0002444261	0.00036277223	0.00015280544	0.0005287323	0.00087482616	0.30410233	1.7333223e-05	0.69266087	0.00038784574
a31	0.0017788007	0.00046510538	0.00015439071	8.1452905e-05	0.0001290566	6.808852e-05	7.705925e-05	9.565817e-05	0.032272384	3.748869e-05	0.96327287	0.0015676048
a24	0.0003591012	0.0016764239	0.0013290371	0.002752441	0.0045655165	0.0017977146	0.002344492	0.0033177927	0.30417418	6.3495936e-05	0.6760791	0.0015407713
a31	0.00404138	0.0019406393	0.00037697272	0.0002727074	0.00068560825	0.0005999721	0.00047573584	0.00044579184	0.05974172	0.00017125493	0.92987245	0.0013758037
a28	0.00045535024	0.0047236383	0.0025602134	0.005217085	0.009809874	0.0074414182	0.0065548336	0.006792264	0.1360608	0.0003126459	0.81672746	0.0033443582
a24	0.004402011	0.0027132784	0.00044252246	0.00034660494	0.0011836577	0.0017263219	0.0014807621	0.0012128128	0.08917844	0.00056219415	0.8954657	0.0012856731
a8	0.006310066	0.005697077	0.0015882055	0.0012245174	0.0036878318	0.0059668566	0.0063614883	0.0059487205	0.11249558	0.0014177989	0.8476098	0.001691961
a31	0.013173151	0.0104503175	0.0042160368	0.0028609221	0.0075488887	0.011116489	0.010313307	0.010567484	0.13883726	0.0038027964	0.7828032	0.004310197
