 	vuole	vuole	mangiato	caldo	</S>
a37	0.9827953	0.012451789	0.00013753888	0.00071604585	0.0038992993
a31	0.57197607	0.42556655	3.041884e-05	0.00060504786	0.0018219462
a41	0.8871234	0.109507255	8.3291445e-05	0.0005775912	0.0027083873
a31	0.40220734	0.07135019	0.016816756	0.16049987	0.34912586
a11	0.052729115	0.03619037	0.010017088	0.86317134	0.03789206
a20	0.3902174	0.31681836	0.024454067	0.15658268	0.11192749
a31	0.16529362	0.19660456	0.046284698	0.4127886	0.1790285
a18	0.025812663	0.042330924	0.21308187	0.23761275	0.4811617
a31	0.11721149	0.18990569	0.06022952	0.08735558	0.54529774
a20	0.20408058	0.19872381	0.19959028	0.19343808	0.2041672
a21	0.13985953	0.17955168	0.13086379	0.1369761	0.41274893
</S>	0.17913054	0.19847636	0.17102979	0.17280671	0.2785566
